sigma:0,sigma:1,sigma:2,sigma:3,sigma:4,sigma:5,arc_length,Points:0,Points:1,Points:2
-2.14E+08,-5.17E+05,-1.54E+07,1.05E+07,0,0,0,0,0.5,0
-2.13E+08,-5.94E+05,-1.51E+07,1.04E+07,-6.31E-11,-9.89E-11,0.00050002,0,0.5005,0
-2.13E+08,-6.72E+05,-1.48E+07,1.03E+07,-1.26E-10,-1.98E-10,0.00099999,0,0.501,0
-2.12E+08,-7.49E+05,-1.45E+07,1.02E+07,-1.89E-10,-2.97E-10,0.0015,0,0.5015,0
-2.11E+08,-8.27E+05,-1.41E+07,1.02E+07,-2.53E-10,-3.95E-10,0.002,0,0.502,0
-2.10E+08,-9.04E+05,-1.38E+07,1.01E+07,-3.16E-10,-4.94E-10,0.0025,0,0.5025,0
-2.10E+08,-9.82E+05,-1.35E+07,9.97E+06,-3.79E-10,-5.93E-10,0.003,0,0.503,0
-2.09E+08,-1.06E+06,-1.32E+07,9.87E+06,-4.42E-10,-6.92E-10,0.0035,0,0.5035,0
-2.08E+08,-1.14E+06,-1.28E+07,9.78E+06,-5.05E-10,-7.91E-10,0.004,0,0.504,0
-2.07E+08,-1.21E+06,-1.25E+07,9.69E+06,-5.68E-10,-8.90E-10,0.0045,0,0.5045,0
-2.07E+08,-1.29E+06,-1.22E+07,9.60E+06,-6.31E-10,-9.89E-10,0.005,0,0.505,0
-2.06E+08,-1.37E+06,-1.19E+07,9.51E+06,-6.95E-10,-1.09E-09,0.0055,0,0.5055,0
-2.05E+08,-1.45E+06,-1.16E+07,9.41E+06,-7.58E-10,-1.19E-09,0.006,0,0.506,0
-2.04E+08,-1.52E+06,-1.12E+07,9.32E+06,-8.21E-10,-1.29E-09,0.0065,0,0.5065,0
-2.04E+08,-1.60E+06,-1.09E+07,9.23E+06,-8.84E-10,-1.38E-09,0.007,0,0.507,0
-2.03E+08,-1.68E+06,-1.06E+07,9.14E+06,-9.47E-10,-1.48E-09,0.0075,0,0.5075,0
-2.02E+08,-1.76E+06,-1.03E+07,9.05E+06,-1.01E-09,-1.58E-09,0.008,0,0.508,0
-2.01E+08,-1.83E+06,-9.93E+06,8.95E+06,-1.07E-09,-1.68E-09,0.0085,0,0.5085,0
-2.01E+08,-1.91E+06,-9.60E+06,8.86E+06,-1.14E-09,-1.78E-09,0.009,0,0.509,0
-2.00E+08,-1.99E+06,-9.28E+06,8.77E+06,-1.20E-09,-1.88E-09,0.0095,0,0.5095,0
-1.99E+08,-2.07E+06,-8.95E+06,8.68E+06,-1.26E-09,-1.98E-09,0.01,0,0.51,0
-1.98E+08,-2.14E+06,-8.63E+06,8.59E+06,-1.33E-09,-2.08E-09,0.0105,0,0.5105,0
-1.98E+08,-2.22E+06,-8.31E+06,8.50E+06,-1.39E-09,-2.18E-09,0.011,0,0.511,0
-1.97E+08,-2.30E+06,-7.98E+06,8.40E+06,-1.45E-09,-2.27E-09,0.0115,0,0.5115,0
-1.96E+08,-2.38E+06,-7.66E+06,8.31E+06,-1.52E-09,-2.37E-09,0.012,0,0.512,0
-1.95E+08,-2.45E+06,-7.33E+06,8.22E+06,-1.58E-09,-2.47E-09,0.0125,0,0.5125,0
-1.95E+08,-2.53E+06,-7.01E+06,8.13E+06,-1.64E-09,-2.57E-09,0.013,0,0.513,0
-1.94E+08,-2.61E+06,-6.68E+06,8.04E+06,-1.70E-09,-2.67E-09,0.0135,0,0.5135,0
-1.93E+08,-2.69E+06,-6.36E+06,7.94E+06,-1.77E-09,-2.77E-09,0.014,0,0.514,0
-1.92E+08,-2.76E+06,-6.03E+06,7.85E+06,-1.83E-09,-2.87E-09,0.0145,0,0.5145,0
-1.92E+08,-2.84E+06,-5.71E+06,7.76E+06,-1.89E-09,-2.97E-09,0.015,0,0.515,0
-1.91E+08,-2.92E+06,-5.38E+06,7.67E+06,-1.96E-09,-3.07E-09,0.0155,0,0.5155,0
-1.90E+08,-3.00E+06,-5.06E+06,7.58E+06,-2.02E-09,-3.16E-09,0.016,0,0.516,0
-1.89E+08,-3.07E+06,-4.74E+06,7.48E+06,-2.08E-09,-3.26E-09,0.0165,0,0.5165,0
-1.89E+08,-3.15E+06,-4.41E+06,7.39E+06,-2.15E-09,-3.36E-09,0.017,0,0.517,0
-1.88E+08,-3.23E+06,-4.09E+06,7.30E+06,-2.21E-09,-3.46E-09,0.0175,0,0.5175,0
-1.87E+08,-3.31E+06,-3.76E+06,7.21E+06,-2.27E-09,-3.56E-09,0.018,0,0.518,0
-1.86E+08,-3.38E+06,-3.44E+06,7.12E+06,-2.34E-09,-3.66E-09,0.0185,0,0.5185,0
-1.86E+08,-3.46E+06,-3.11E+06,7.02E+06,-2.40E-09,-3.76E-09,0.019,0,0.519,0
-1.85E+08,-3.54E+06,-2.79E+06,6.93E+06,-2.46E-09,-3.86E-09,0.0195,0,0.5195,0
-1.84E+08,-3.62E+06,-2.46E+06,6.84E+06,-2.53E-09,-3.95E-09,0.02,0,0.52,0
-1.83E+08,-3.69E+06,-2.14E+06,6.75E+06,-2.59E-09,-4.05E-09,0.0205,0,0.5205,0
-1.83E+08,-3.77E+06,-1.81E+06,6.66E+06,-2.65E-09,-4.15E-09,0.021,0,0.521,0
-1.82E+08,-3.85E+06,-1.49E+06,6.56E+06,-2.71E-09,-4.25E-09,0.0215,0,0.5215,0
-1.81E+08,-3.93E+06,-1.16E+06,6.47E+06,-2.78E-09,-4.35E-09,0.022,0,0.522,0
-1.80E+08,-4.00E+06,-8.40E+05,6.38E+06,-2.84E-09,-4.45E-09,0.0225,0,0.5225,0
-1.80E+08,-4.08E+06,-5.16E+05,6.29E+06,-2.90E-09,-4.55E-09,0.023,0,0.523,0
-1.79E+08,-4.16E+06,-1.91E+05,6.20E+06,-2.97E-09,-4.65E-09,0.0235,0,0.5235,0
-1.78E+08,-4.24E+06,1.34E+05,6.10E+06,-3.03E-09,-4.75E-09,0.024,0,0.524,0
-1.77E+08,-4.31E+06,4.58E+05,6.01E+06,-3.09E-09,-4.84E-09,0.0245,0,0.5245,0
-1.77E+08,-4.39E+06,7.83E+05,5.92E+06,-3.16E-09,-4.94E-09,0.025,0,0.525,0
-1.76E+08,-4.47E+06,1.11E+06,5.83E+06,-3.22E-09,-5.04E-09,0.0255,0,0.5255,0
-1.75E+08,-4.55E+06,1.43E+06,5.74E+06,-3.28E-09,-5.14E-09,0.026,0,0.526,0
-1.74E+08,-4.62E+06,1.76E+06,5.65E+06,-3.35E-09,-5.24E-09,0.0265,0,0.5265,0
-1.74E+08,-4.70E+06,2.08E+06,5.55E+06,-3.41E-09,-5.34E-09,0.027,0,0.527,0
-1.73E+08,-4.78E+06,2.41E+06,5.46E+06,-3.47E-09,-5.44E-09,0.0275,0,0.5275,0
-1.72E+08,-4.85E+06,2.73E+06,5.37E+06,-3.54E-09,-5.54E-09,0.028,0,0.528,0
-1.71E+08,-4.93E+06,3.05E+06,5.28E+06,-3.60E-09,-5.64E-09,0.0285,0,0.5285,0
-1.71E+08,-5.01E+06,3.38E+06,5.19E+06,-3.66E-09,-5.73E-09,0.029,0,0.529,0
-1.70E+08,-5.09E+06,3.70E+06,5.09E+06,-3.73E-09,-5.83E-09,0.0295,0,0.5295,0
-1.69E+08,-5.16E+06,4.03E+06,5.00E+06,-3.79E-09,-5.93E-09,0.03,0,0.53,0
-1.68E+08,-5.24E+06,4.35E+06,4.91E+06,-3.85E-09,-6.03E-09,0.0305,0,0.5305,0
-1.68E+08,-5.32E+06,4.68E+06,4.82E+06,-3.91E-09,-6.13E-09,0.031,0,0.531,0
-1.67E+08,-5.40E+06,5.00E+06,4.73E+06,-3.98E-09,-6.23E-09,0.0315,0,0.5315,0
-1.66E+08,-5.47E+06,5.33E+06,4.63E+06,-4.04E-09,-6.33E-09,0.032,0,0.532,0
-1.65E+08,-5.55E+06,5.65E+06,4.54E+06,-4.10E-09,-6.43E-09,0.0325,0,0.5325,0
-1.65E+08,-5.63E+06,5.98E+06,4.45E+06,-4.17E-09,-6.53E-09,0.033,0,0.533,0
-1.64E+08,-5.71E+06,6.30E+06,4.36E+06,-4.23E-09,-6.62E-09,0.0335,0,0.5335,0
-1.63E+08,-5.78E+06,6.62E+06,4.27E+06,-4.29E-09,-6.72E-09,0.034,0,0.534,0
-1.62E+08,-5.86E+06,6.95E+06,4.17E+06,-4.36E-09,-6.82E-09,0.0345,0,0.5345,0
-1.62E+08,-5.94E+06,7.27E+06,4.08E+06,-4.42E-09,-6.92E-09,0.035,0,0.535,0
-1.61E+08,-6.02E+06,7.60E+06,3.99E+06,-4.48E-09,-7.02E-09,0.0355,0,0.5355,0
-1.60E+08,-6.09E+06,7.92E+06,3.90E+06,-4.55E-09,-7.12E-09,0.036,0,0.536,0
-1.59E+08,-6.17E+06,8.25E+06,3.81E+06,-4.61E-09,-7.22E-09,0.0365,0,0.5365,0
-1.59E+08,-6.25E+06,8.57E+06,3.71E+06,-4.67E-09,-7.32E-09,0.037,0,0.537,0
-1.58E+08,-6.33E+06,8.90E+06,3.62E+06,-4.74E-09,-7.42E-09,0.0375,0,0.5375,0
-1.57E+08,-6.40E+06,9.22E+06,3.53E+06,-4.80E-09,-7.51E-09,0.038,0,0.538,0
-1.56E+08,-6.48E+06,9.55E+06,3.44E+06,-4.86E-09,-7.61E-09,0.0385,0,0.5385,0
-1.56E+08,-6.56E+06,9.87E+06,3.35E+06,-4.92E-09,-7.71E-09,0.039,0,0.539,0
-1.55E+08,-6.64E+06,1.02E+07,3.25E+06,-4.99E-09,-7.81E-09,0.0395,0,0.5395,0
-1.54E+08,-6.71E+06,1.05E+07,3.16E+06,-5.05E-09,-7.91E-09,0.04,0,0.54,0
-1.53E+08,-6.79E+06,1.08E+07,3.07E+06,-5.11E-09,-8.01E-09,0.0405,0,0.5405,0
-1.53E+08,-6.87E+06,1.12E+07,2.98E+06,-5.18E-09,-8.11E-09,0.041,0,0.541,0
-1.52E+08,-6.95E+06,1.15E+07,2.89E+06,-5.24E-09,-8.21E-09,0.0415,0,0.5415,0
-1.51E+08,-7.02E+06,1.18E+07,2.79E+06,-5.30E-09,-8.31E-09,0.042,0,0.542,0
-1.50E+08,-7.10E+06,1.21E+07,2.70E+06,-5.37E-09,-8.40E-09,0.0425,0,0.5425,0
-1.50E+08,-7.18E+06,1.25E+07,2.61E+06,-5.43E-09,-8.50E-09,0.043,0,0.543,0
-1.49E+08,-7.26E+06,1.28E+07,2.52E+06,-5.49E-09,-8.60E-09,0.0435,0,0.5435,0
-1.48E+08,-7.33E+06,1.31E+07,2.43E+06,-5.56E-09,-8.70E-09,0.044,0,0.544,0
-1.47E+08,-7.41E+06,1.34E+07,2.34E+06,-5.62E-09,-8.80E-09,0.0445,0,0.5445,0
-1.47E+08,-7.49E+06,1.38E+07,2.24E+06,-5.68E-09,-8.90E-09,0.045,0,0.545,0
-1.46E+08,-7.57E+06,1.41E+07,2.15E+06,-5.75E-09,-9.00E-09,0.0455,0,0.5455,0
-1.45E+08,-7.64E+06,1.44E+07,2.06E+06,-5.81E-09,-9.10E-09,0.046,0,0.546,0
-1.44E+08,-7.72E+06,1.47E+07,1.97E+06,-5.87E-09,-9.20E-09,0.0465,0,0.5465,0
-1.43E+08,-7.80E+06,1.51E+07,1.88E+06,-5.93E-09,-9.29E-09,0.047,0,0.547,0
-1.43E+08,-7.88E+06,1.54E+07,1.78E+06,-6.00E-09,-9.39E-09,0.0475,0,0.5475,0
-1.42E+08,-7.95E+06,1.57E+07,1.69E+06,-6.06E-09,-9.49E-09,0.048,0,0.548,0
-1.41E+08,-8.03E+06,1.60E+07,1.60E+06,-6.12E-09,-9.59E-09,0.0485,0,0.5485,0
-1.40E+08,-8.11E+06,1.64E+07,1.51E+06,-6.19E-09,-9.69E-09,0.049,0,0.549,0
-1.40E+08,-8.19E+06,1.67E+07,1.42E+06,-6.25E-09,-9.79E-09,0.0495,0,0.5495,0
-1.39E+08,-8.26E+06,1.70E+07,1.32E+06,-6.31E-09,-9.89E-09,0.05,0,0.55,0
-1.38E+08,-8.15E+06,1.74E+07,1.24E+06,-6.29E-09,-9.90E-09,0.0505,0,0.5505,0
-1.37E+08,-8.03E+06,1.77E+07,1.16E+06,-6.26E-09,-9.91E-09,0.051,0,0.551,0
-1.36E+08,-7.91E+06,1.81E+07,1.08E+06,-6.23E-09,-9.92E-09,0.0515,0,0.5515,0
-1.35E+08,-7.79E+06,1.84E+07,9.98E+05,-6.21E-09,-9.93E-09,0.052,0,0.552,0
-1.34E+08,-7.67E+06,1.88E+07,9.17E+05,-6.18E-09,-9.95E-09,0.0525,0,0.5525,0
-1.33E+08,-7.56E+06,1.91E+07,8.36E+05,-6.15E-09,-9.96E-09,0.053,0,0.553,0
-1.33E+08,-7.44E+06,1.95E+07,7.54E+05,-6.13E-09,-9.97E-09,0.0535,0,0.5535,0
-1.32E+08,-7.32E+06,1.98E+07,6.73E+05,-6.10E-09,-9.98E-09,0.054,0,0.554,0
-1.31E+08,-7.20E+06,2.02E+07,5.92E+05,-6.07E-09,-9.99E-09,0.0545,0,0.5545,0
-1.30E+08,-7.08E+06,2.06E+07,5.10E+05,-6.04E-09,-1.00E-08,0.055,0,0.555,0
-1.29E+08,-6.97E+06,2.09E+07,4.29E+05,-6.02E-09,-1.00E-08,0.0555,0,0.5555,0
-1.28E+08,-6.85E+06,2.13E+07,3.48E+05,-5.99E-09,-1.00E-08,0.056,0,0.556,0
-1.27E+08,-6.73E+06,2.16E+07,2.66E+05,-5.96E-09,-1.00E-08,0.0565,0,0.5565,0
-1.26E+08,-6.61E+06,2.20E+07,1.85E+05,-5.94E-09,-1.01E-08,0.057,0,0.557,0
-1.25E+08,-6.49E+06,2.23E+07,1.03E+05,-5.91E-09,-1.01E-08,0.0575,0,0.5575,0
-1.24E+08,-6.38E+06,2.27E+07,22126,-5.88E-09,-1.01E-08,0.058,0,0.558,0
-1.23E+08,-6.26E+06,2.30E+07,-59231,-5.86E-09,-1.01E-08,0.0585,0,0.5585,0
-1.22E+08,-6.14E+06,2.34E+07,-1.41E+05,-5.83E-09,-1.01E-08,0.059,0,0.559,0
-1.21E+08,-6.02E+06,2.37E+07,-2.22E+05,-5.80E-09,-1.01E-08,0.0595,0,0.5595,0
-1.21E+08,-5.90E+06,2.41E+07,-3.03E+05,-5.78E-09,-1.01E-08,0.06,0,0.56,0
-1.20E+08,-5.79E+06,2.44E+07,-3.85E+05,-5.75E-09,-1.01E-08,0.0605,0,0.5605,0
-1.19E+08,-5.67E+06,2.48E+07,-4.66E+05,-5.72E-09,-1.02E-08,0.061,0,0.561,0
-1.18E+08,-5.55E+06,2.52E+07,-5.47E+05,-5.69E-09,-1.02E-08,0.0615,0,0.5615,0
-1.17E+08,-5.43E+06,2.55E+07,-6.29E+05,-5.67E-09,-1.02E-08,0.062,0,0.562,0
-1.16E+08,-5.32E+06,2.59E+07,-7.10E+05,-5.64E-09,-1.02E-08,0.0625,0,0.5625,0
-1.15E+08,-5.20E+06,2.62E+07,-7.92E+05,-5.61E-09,-1.02E-08,0.063,0,0.563,0
-1.14E+08,-5.08E+06,2.66E+07,-8.73E+05,-5.59E-09,-1.02E-08,0.0635,0,0.5635,0
-1.13E+08,-4.96E+06,2.69E+07,-9.54E+05,-5.56E-09,-1.02E-08,0.064,0,0.564,0
-1.12E+08,-4.84E+06,2.73E+07,-1.04E+06,-5.53E-09,-1.02E-08,0.0645,0,0.5645,0
-1.11E+08,-4.73E+06,2.76E+07,-1.12E+06,-5.51E-09,-1.02E-08,0.065,0,0.565,0
-1.10E+08,-4.61E+06,2.80E+07,-1.20E+06,-5.48E-09,-1.03E-08,0.0655,0,0.5655,0
-1.09E+08,-4.49E+06,2.83E+07,-1.28E+06,-5.45E-09,-1.03E-08,0.066,0,0.566,0
-1.09E+08,-4.37E+06,2.87E+07,-1.36E+06,-5.43E-09,-1.03E-08,0.0665,0,0.5665,0
-1.08E+08,-4.25E+06,2.91E+07,-1.44E+06,-5.40E-09,-1.03E-08,0.067,0,0.567,0
-1.07E+08,-4.14E+06,2.94E+07,-1.52E+06,-5.37E-09,-1.03E-08,0.0675,0,0.5675,0
-1.06E+08,-4.02E+06,2.98E+07,-1.61E+06,-5.34E-09,-1.03E-08,0.068,0,0.568,0
-1.05E+08,-3.90E+06,3.01E+07,-1.69E+06,-5.32E-09,-1.03E-08,0.0685,0,0.5685,0
-1.04E+08,-3.78E+06,3.05E+07,-1.77E+06,-5.29E-09,-1.03E-08,0.069,0,0.569,0
-1.03E+08,-3.66E+06,3.08E+07,-1.85E+06,-5.26E-09,-1.04E-08,0.0695,0,0.5695,0
-1.02E+08,-3.55E+06,3.12E+07,-1.93E+06,-5.24E-09,-1.04E-08,0.07,0,0.57,0
-1.01E+08,-3.43E+06,3.15E+07,-2.01E+06,-5.21E-09,-1.04E-08,0.0705,0,0.5705,0
-1.00E+08,-3.31E+06,3.19E+07,-2.09E+06,-5.18E-09,-1.04E-08,0.071,0,0.571,0
-9.93E+07,-3.19E+06,3.22E+07,-2.17E+06,-5.16E-09,-1.04E-08,0.0715,0,0.5715,0
-9.84E+07,-3.07E+06,3.26E+07,-2.26E+06,-5.13E-09,-1.04E-08,0.072,0,0.572,0
-9.75E+07,-2.96E+06,3.29E+07,-2.34E+06,-5.10E-09,-1.04E-08,0.0725,0,0.5725,0
-9.65E+07,-2.84E+06,3.33E+07,-2.42E+06,-5.08E-09,-1.04E-08,0.073,0,0.573,0
-9.56E+07,-2.72E+06,3.37E+07,-2.50E+06,-5.05E-09,-1.04E-08,0.0735,0,0.5735,0
-9.47E+07,-2.60E+06,3.40E+07,-2.58E+06,-5.02E-09,-1.05E-08,0.074,0,0.574,0
-9.38E+07,-2.48E+06,3.44E+07,-2.66E+06,-4.99E-09,-1.05E-08,0.0745,0,0.5745,0
-9.29E+07,-2.37E+06,3.47E+07,-2.74E+06,-4.97E-09,-1.05E-08,0.075,0,0.575,0
-9.19E+07,-2.25E+06,3.51E+07,-2.83E+06,-4.94E-09,-1.05E-08,0.0755,0,0.5755,0
-9.10E+07,-2.13E+06,3.54E+07,-2.91E+06,-4.91E-09,-1.05E-08,0.076,0,0.576,0
-9.01E+07,-2.01E+06,3.58E+07,-2.99E+06,-4.89E-09,-1.05E-08,0.0765,0,0.5765,0
-8.92E+07,-1.89E+06,3.61E+07,-3.07E+06,-4.86E-09,-1.05E-08,0.077,0,0.577,0
-8.82E+07,-1.78E+06,3.65E+07,-3.15E+06,-4.83E-09,-1.05E-08,0.0775,0,0.5775,0
-8.73E+07,-1.66E+06,3.68E+07,-3.23E+06,-4.81E-09,-1.06E-08,0.078,0,0.578,0
-8.64E+07,-1.54E+06,3.72E+07,-3.31E+06,-4.78E-09,-1.06E-08,0.0785,0,0.5785,0
-8.55E+07,-1.42E+06,3.76E+07,-3.40E+06,-4.75E-09,-1.06E-08,0.079,0,0.579,0
-8.45E+07,-1.31E+06,3.79E+07,-3.48E+06,-4.73E-09,-1.06E-08,0.0795,0,0.5795,0
-8.36E+07,-1.19E+06,3.83E+07,-3.56E+06,-4.70E-09,-1.06E-08,0.08,0,0.58,0
-8.27E+07,-1.07E+06,3.86E+07,-3.64E+06,-4.67E-09,-1.06E-08,0.0805,0,0.5805,0
-8.18E+07,-9.51E+05,3.90E+07,-3.72E+06,-4.65E-09,-1.06E-08,0.081,0,0.581,0
-8.09E+07,-8.33E+05,3.93E+07,-3.80E+06,-4.62E-09,-1.06E-08,0.0815,0,0.5815,0
-7.99E+07,-7.15E+05,3.97E+07,-3.88E+06,-4.59E-09,-1.07E-08,0.082,0,0.582,0
-7.90E+07,-5.97E+05,4.00E+07,-3.96E+06,-4.56E-09,-1.07E-08,0.0825,0,0.5825,0
-7.81E+07,-4.80E+05,4.04E+07,-4.05E+06,-4.54E-09,-1.07E-08,0.083,0,0.583,0
-7.72E+07,-3.62E+05,4.07E+07,-4.13E+06,-4.51E-09,-1.07E-08,0.0835,0,0.5835,0
-7.62E+07,-2.44E+05,4.11E+07,-4.21E+06,-4.48E-09,-1.07E-08,0.084,0,0.584,0
-7.53E+07,-1.26E+05,4.14E+07,-4.29E+06,-4.46E-09,-1.07E-08,0.0845,0,0.5845,0
-7.44E+07,-7768.2,4.18E+07,-4.37E+06,-4.43E-09,-1.07E-08,0.085,0,0.585,0
-7.35E+07,1.10E+05,4.22E+07,-4.45E+06,-4.40E-09,-1.07E-08,0.0855,0,0.5855,0
-7.26E+07,2.28E+05,4.25E+07,-4.53E+06,-4.38E-09,-1.07E-08,0.086,0,0.586,0
-7.16E+07,3.46E+05,4.29E+07,-4.62E+06,-4.35E-09,-1.08E-08,0.0865,0,0.5865,0
-7.07E+07,4.64E+05,4.32E+07,-4.70E+06,-4.32E-09,-1.08E-08,0.087,0,0.587,0
-6.98E+07,5.82E+05,4.36E+07,-4.78E+06,-4.30E-09,-1.08E-08,0.0875,0,0.5875,0
-6.89E+07,7.00E+05,4.39E+07,-4.86E+06,-4.27E-09,-1.08E-08,0.088,0,0.588,0
-6.79E+07,8.18E+05,4.43E+07,-4.94E+06,-4.24E-09,-1.08E-08,0.0885,0,0.5885,0
-6.70E+07,9.36E+05,4.46E+07,-5.02E+06,-4.21E-09,-1.08E-08,0.089,0,0.589,0
-6.61E+07,1.05E+06,4.50E+07,-5.10E+06,-4.19E-09,-1.08E-08,0.0895,0,0.5895,0
-6.52E+07,1.17E+06,4.53E+07,-5.19E+06,-4.16E-09,-1.08E-08,0.09,0,0.59,0
-6.42E+07,1.29E+06,4.57E+07,-5.27E+06,-4.13E-09,-1.09E-08,0.0905,0,0.5905,0
-6.33E+07,1.41E+06,4.61E+07,-5.35E+06,-4.11E-09,-1.09E-08,0.091,0,0.591,0
-6.24E+07,1.53E+06,4.64E+07,-5.43E+06,-4.08E-09,-1.09E-08,0.0915,0,0.5915,0
-6.15E+07,1.64E+06,4.68E+07,-5.51E+06,-4.05E-09,-1.09E-08,0.092,0,0.592,0
-6.06E+07,1.76E+06,4.71E+07,-5.59E+06,-4.03E-09,-1.09E-08,0.0925,0,0.5925,0
-5.96E+07,1.88E+06,4.75E+07,-5.67E+06,-4.00E-09,-1.09E-08,0.093,0,0.593,0
-5.87E+07,2.00E+06,4.78E+07,-5.75E+06,-3.97E-09,-1.09E-08,0.0935,0,0.5935,0
-5.78E+07,2.12E+06,4.82E+07,-5.84E+06,-3.95E-09,-1.09E-08,0.094,0,0.594,0
-5.69E+07,2.23E+06,4.85E+07,-5.92E+06,-3.92E-09,-1.09E-08,0.0945,0,0.5945,0
-5.59E+07,2.35E+06,4.89E+07,-6.00E+06,-3.89E-09,-1.10E-08,0.095,0,0.595,0
-5.50E+07,2.47E+06,4.92E+07,-6.08E+06,-3.86E-09,-1.10E-08,0.0955,0,0.5955,0
-5.41E+07,2.59E+06,4.96E+07,-6.16E+06,-3.84E-09,-1.10E-08,0.096,0,0.596,0
-5.32E+07,2.70E+06,4.99E+07,-6.24E+06,-3.81E-09,-1.10E-08,0.0965,0,0.5965,0
-5.23E+07,2.82E+06,5.03E+07,-6.32E+06,-3.78E-09,-1.10E-08,0.097,0,0.597,0
-5.13E+07,2.94E+06,5.07E+07,-6.41E+06,-3.76E-09,-1.10E-08,0.0975,0,0.5975,0
-5.04E+07,3.06E+06,5.10E+07,-6.49E+06,-3.73E-09,-1.10E-08,0.098,0,0.598,0
-4.95E+07,3.18E+06,5.14E+07,-6.57E+06,-3.70E-09,-1.10E-08,0.0985,0,0.5985,0
-4.86E+07,3.29E+06,5.17E+07,-6.65E+06,-3.68E-09,-1.11E-08,0.099,0,0.599,0
-4.76E+07,3.41E+06,5.21E+07,-6.73E+06,-3.65E-09,-1.11E-08,0.0995,0,0.5995,0
-4.67E+07,3.53E+06,5.24E+07,-6.81E+06,-3.62E-09,-1.11E-08,0.1,0,0.6,0
-4.59E+07,3.71E+06,5.25E+07,-6.80E+06,-3.59E-09,-1.10E-08,0.1005,0,0.6005,0
-4.52E+07,3.89E+06,5.26E+07,-6.79E+06,-3.55E-09,-1.10E-08,0.101,0,0.601,0
-4.44E+07,4.07E+06,5.27E+07,-6.78E+06,-3.51E-09,-1.09E-08,0.1015,0,0.6015,0
-4.36E+07,4.25E+06,5.28E+07,-6.77E+06,-3.47E-09,-1.08E-08,0.102,0,0.602,0
-4.28E+07,4.44E+06,5.29E+07,-6.76E+06,-3.44E-09,-1.08E-08,0.1025,0,0.6025,0
-4.20E+07,4.62E+06,5.30E+07,-6.75E+06,-3.40E-09,-1.07E-08,0.103,0,0.603,0
-4.13E+07,4.80E+06,5.31E+07,-6.74E+06,-3.36E-09,-1.07E-08,0.1035,0,0.6035,0
-4.05E+07,4.98E+06,5.32E+07,-6.74E+06,-3.33E-09,-1.06E-08,0.104,0,0.604,0
-3.97E+07,5.16E+06,5.32E+07,-6.73E+06,-3.29E-09,-1.06E-08,0.1045,0,0.6045,0
-3.89E+07,5.34E+06,5.33E+07,-6.72E+06,-3.25E-09,-1.05E-08,0.105,0,0.605,0
-3.82E+07,5.52E+06,5.34E+07,-6.71E+06,-3.22E-09,-1.04E-08,0.1055,0,0.6055,0
-3.74E+07,5.70E+06,5.35E+07,-6.70E+06,-3.18E-09,-1.04E-08,0.106,0,0.606,0
-3.66E+07,5.88E+06,5.36E+07,-6.69E+06,-3.14E-09,-1.03E-08,0.1065,0,0.6065,0
-3.58E+07,6.06E+06,5.37E+07,-6.68E+06,-3.11E-09,-1.03E-08,0.107,0,0.607,0
-3.50E+07,6.24E+06,5.38E+07,-6.67E+06,-3.07E-09,-1.02E-08,0.1075,0,0.6075,0
-3.43E+07,6.43E+06,5.39E+07,-6.66E+06,-3.03E-09,-1.01E-08,0.108,0,0.608,0
-3.35E+07,6.61E+06,5.40E+07,-6.65E+06,-3.00E-09,-1.01E-08,0.1085,0,0.6085,0
-3.27E+07,6.79E+06,5.41E+07,-6.64E+06,-2.96E-09,-1.00E-08,0.109,0,0.609,0
-3.19E+07,6.97E+06,5.41E+07,-6.63E+06,-2.92E-09,-9.96E-09,0.1095,0,0.6095,0
-3.11E+07,7.15E+06,5.42E+07,-6.62E+06,-2.89E-09,-9.90E-09,0.11,0,0.61,0
-3.04E+07,7.33E+06,5.43E+07,-6.61E+06,-2.85E-09,-9.84E-09,0.1105,0,0.6105,0
-2.96E+07,7.51E+06,5.44E+07,-6.60E+06,-2.81E-09,-9.79E-09,0.111,0,0.611,0
-2.88E+07,7.69E+06,5.45E+07,-6.59E+06,-2.77E-09,-9.73E-09,0.1115,0,0.6115,0
-2.80E+07,7.87E+06,5.46E+07,-6.58E+06,-2.74E-09,-9.67E-09,0.112,0,0.612,0
-2.72E+07,8.05E+06,5.47E+07,-6.57E+06,-2.70E-09,-9.61E-09,0.1125,0,0.6125,0
-2.65E+07,8.23E+06,5.48E+07,-6.56E+06,-2.66E-09,-9.55E-09,0.113,0,0.613,0
-2.57E+07,8.42E+06,5.49E+07,-6.55E+06,-2.63E-09,-9.49E-09,0.1135,0,0.6135,0
-2.49E+07,8.60E+06,5.50E+07,-6.54E+06,-2.59E-09,-9.43E-09,0.114,0,0.614,0
-2.41E+07,8.78E+06,5.51E+07,-6.53E+06,-2.55E-09,-9.37E-09,0.1145,0,0.6145,0
-2.34E+07,8.96E+06,5.51E+07,-6.52E+06,-2.52E-09,-9.31E-09,0.115,0,0.615,0
-2.26E+07,9.14E+06,5.52E+07,-6.51E+06,-2.48E-09,-9.26E-09,0.1155,0,0.6155,0
-2.18E+07,9.32E+06,5.53E+07,-6.50E+06,-2.44E-09,-9.20E-09,0.116,0,0.616,0
-2.10E+07,9.50E+06,5.54E+07,-6.49E+06,-2.41E-09,-9.14E-09,0.1165,0,0.6165,0
