sigma:0,sigma:1,sigma:2,sigma:3,sigma:4,sigma:5,arc_length,Points:0,Points:1,Points:2
7.81E+07,3.61E+07,4.14E+07,3.08E+05,-2.59E-09,-6.74E-09,0.237,0,0.737,0
7.82E+07,3.61E+07,4.12E+07,3.47E+05,-2.61E-09,-6.82E-09,0.2375,0,0.7375,0
7.83E+07,3.61E+07,4.10E+07,3.86E+05,-2.63E-09,-6.90E-09,0.238,0,0.738,0
7.84E+07,3.61E+07,4.09E+07,4.25E+05,-2.66E-09,-6.98E-09,0.2385,0,0.7385,0
7.85E+07,3.61E+07,4.07E+07,4.64E+05,-2.68E-09,-7.05E-09,0.239,0,0.739,0
7.86E+07,3.61E+07,4.06E+07,5.03E+05,-2.70E-09,-7.13E-09,0.2395,0,0.7395,0
7.87E+07,3.61E+07,4.04E+07,5.41E+05,-2.72E-09,-7.21E-09,0.24,0,0.74,0
7.88E+07,3.61E+07,4.02E+07,5.80E+05,-2.75E-09,-7.29E-09,0.2405,0,0.7405,0
7.89E+07,3.61E+07,4.01E+07,6.19E+05,-2.77E-09,-7.36E-09,0.241,0,0.741,0
7.90E+07,3.61E+07,3.99E+07,6.58E+05,-2.79E-09,-7.44E-09,0.2415,0,0.7415,0
7.91E+07,3.61E+07,3.97E+07,6.97E+05,-2.82E-09,-7.52E-09,0.242,0,0.742,0
7.92E+07,3.61E+07,3.96E+07,7.36E+05,-2.84E-09,-7.60E-09,0.2425,0,0.7425,0
7.93E+07,3.61E+07,3.94E+07,7.74E+05,-2.86E-09,-7.67E-09,0.243,0,0.743,0
7.94E+07,3.61E+07,3.92E+07,8.13E+05,-2.88E-09,-7.75E-09,0.2435,0,0.7435,0
7.95E+07,3.61E+07,3.91E+07,8.52E+05,-2.91E-09,-7.83E-09,0.244,0,0.744,0
7.96E+07,3.61E+07,3.89E+07,8.91E+05,-2.93E-09,-7.91E-09,0.2445,0,0.7445,0
7.97E+07,3.61E+07,3.87E+07,9.30E+05,-2.95E-09,-7.98E-09,0.245,0,0.745,0
7.98E+07,3.61E+07,3.86E+07,9.69E+05,-2.98E-09,-8.06E-09,0.2455,0,0.7455,0
7.99E+07,3.61E+07,3.84E+07,1.01E+06,-3.00E-09,-8.14E-09,0.246,0,0.746,0
8.00E+07,3.61E+07,3.82E+07,1.05E+06,-3.02E-09,-8.22E-09,0.2465,0,0.7465,0
8.01E+07,3.61E+07,3.81E+07,1.09E+06,-3.04E-09,-8.29E-09,0.247,0,0.747,0
8.02E+07,3.61E+07,3.79E+07,1.12E+06,-3.07E-09,-8.37E-09,0.2475,0,0.7475,0
8.03E+07,3.61E+07,3.77E+07,1.16E+06,-3.09E-09,-8.45E-09,0.248,0,0.748,0
8.04E+07,3.61E+07,3.76E+07,1.20E+06,-3.11E-09,-8.53E-09,0.2485,0,0.7485,0
8.05E+07,3.61E+07,3.74E+07,1.24E+06,-3.14E-09,-8.61E-09,0.249,0,0.749,0
8.06E+07,3.61E+07,3.72E+07,1.28E+06,-3.16E-09,-8.68E-09,0.2495,0,0.7495,0
8.07E+07,3.61E+07,3.71E+07,1.32E+06,-3.18E-09,-8.76E-09,0.25,0,0.75,0
8.05E+07,3.60E+07,3.70E+07,1.34E+06,-3.19E-09,-8.75E-09,0.2505,0,0.7505,0
8.03E+07,3.59E+07,3.69E+07,1.35E+06,-3.19E-09,-8.73E-09,0.251,0,0.751,0
8.01E+07,3.58E+07,3.68E+07,1.37E+06,-3.19E-09,-8.72E-09,0.2515,0,0.7515,0
7.99E+07,3.57E+07,3.67E+07,1.39E+06,-3.20E-09,-8.71E-09,0.252,0,0.752,0
7.97E+07,3.57E+07,3.66E+07,1.41E+06,-3.20E-09,-8.70E-09,0.2525,0,0.7525,0
7.95E+07,3.56E+07,3.65E+07,1.43E+06,-3.21E-09,-8.68E-09,0.253,0,0.753,0
7.93E+07,3.55E+07,3.64E+07,1.44E+06,-3.21E-09,-8.67E-09,0.2535,0,0.7535,0
7.91E+07,3.54E+07,3.63E+07,1.46E+06,-3.22E-09,-8.66E-09,0.254,0,0.754,0
7.89E+07,3.53E+07,3.63E+07,1.48E+06,-3.22E-09,-8.64E-09,0.2545,0,0.7545,0
7.87E+07,3.52E+07,3.62E+07,1.50E+06,-3.23E-09,-8.63E-09,0.255,0,0.755,0
7.85E+07,3.51E+07,3.61E+07,1.52E+06,-3.23E-09,-8.62E-09,0.2555,0,0.7555,0
7.83E+07,3.50E+07,3.60E+07,1.54E+06,-3.24E-09,-8.61E-09,0.256,0,0.756,0
7.81E+07,3.49E+07,3.59E+07,1.55E+06,-3.24E-09,-8.59E-09,0.2565,0,0.7565,0
7.79E+07,3.48E+07,3.58E+07,1.57E+06,-3.25E-09,-8.58E-09,0.257,0,0.757,0
7.77E+07,3.48E+07,3.57E+07,1.59E+06,-3.25E-09,-8.57E-09,0.2575,0,0.7575,0
7.75E+07,3.47E+07,3.56E+07,1.61E+06,-3.26E-09,-8.55E-09,0.258,0,0.758,0
7.73E+07,3.46E+07,3.55E+07,1.63E+06,-3.26E-09,-8.54E-09,0.2585,0,0.7585,0
7.71E+07,3.45E+07,3.54E+07,1.64E+06,-3.26E-09,-8.53E-09,0.259,0,0.759,0
7.69E+07,3.44E+07,3.53E+07,1.66E+06,-3.27E-09,-8.51E-09,0.2595,0,0.7595,0
7.67E+07,3.43E+07,3.53E+07,1.68E+06,-3.27E-09,-8.50E-09,0.26,0,0.76,0
7.65E+07,3.42E+07,3.52E+07,1.70E+06,-3.28E-09,-8.49E-09,0.2605,0,0.7605,0
7.63E+07,3.41E+07,3.51E+07,1.72E+06,-3.28E-09,-8.48E-09,0.261,0,0.761,0
7.61E+07,3.40E+07,3.50E+07,1.73E+06,-3.29E-09,-8.46E-09,0.2615,0,0.7615,0
7.59E+07,3.39E+07,3.49E+07,1.75E+06,-3.29E-09,-8.45E-09,0.262,0,0.762,0
7.57E+07,3.39E+07,3.48E+07,1.77E+06,-3.30E-09,-8.44E-09,0.2625,0,0.7625,0
7.55E+07,3.38E+07,3.47E+07,1.79E+06,-3.30E-09,-8.42E-09,0.263,0,0.763,0
7.53E+07,3.37E+07,3.46E+07,1.81E+06,-3.31E-09,-8.41E-09,0.2635,0,0.7635,0
7.51E+07,3.36E+07,3.45E+07,1.82E+06,-3.31E-09,-8.40E-09,0.264,0,0.764,0
7.49E+07,3.35E+07,3.44E+07,1.84E+06,-3.32E-09,-8.39E-09,0.2645,0,0.7645,0
7.47E+07,3.34E+07,3.43E+07,1.86E+06,-3.32E-09,-8.37E-09,0.265,0,0.765,0
7.45E+07,3.33E+07,3.42E+07,1.88E+06,-3.33E-09,-8.36E-09,0.2655,0,0.7655,0
7.43E+07,3.32E+07,3.42E+07,1.90E+06,-3.33E-09,-8.35E-09,0.266,0,0.766,0
7.41E+07,3.31E+07,3.41E+07,1.92E+06,-3.33E-09,-8.33E-09,0.2665,0,0.7665,0
7.39E+07,3.30E+07,3.40E+07,1.93E+06,-3.34E-09,-8.32E-09,0.267,0,0.767,0
7.37E+07,3.30E+07,3.39E+07,1.95E+06,-3.34E-09,-8.31E-09,0.2675,0,0.7675,0
7.35E+07,3.29E+07,3.38E+07,1.97E+06,-3.35E-09,-8.29E-09,0.268,0,0.768,0
7.33E+07,3.28E+07,3.37E+07,1.99E+06,-3.35E-09,-8.28E-09,0.2685,0,0.7685,0
7.31E+07,3.27E+07,3.36E+07,2.01E+06,-3.36E-09,-8.27E-09,0.269,0,0.769,0
7.29E+07,3.26E+07,3.35E+07,2.02E+06,-3.36E-09,-8.26E-09,0.2695,0,0.7695,0
7.27E+07,3.25E+07,3.34E+07,2.04E+06,-3.37E-09,-8.24E-09,0.27,0,0.77,0
7.25E+07,3.24E+07,3.33E+07,2.06E+06,-3.37E-09,-8.23E-09,0.2705,0,0.7705,0
7.23E+07,3.23E+07,3.32E+07,2.08E+06,-3.38E-09,-8.22E-09,0.271,0,0.771,0
7.21E+07,3.22E+07,3.32E+07,2.10E+06,-3.38E-09,-8.20E-09,0.2715,0,0.7715,0
7.19E+07,3.21E+07,3.31E+07,2.11E+06,-3.39E-09,-8.19E-09,0.272,0,0.772,0
7.17E+07,3.21E+07,3.30E+07,2.13E+06,-3.39E-09,-8.18E-09,0.2725,0,0.7725,0
7.15E+07,3.20E+07,3.29E+07,2.15E+06,-3.40E-09,-8.16E-09,0.273,0,0.773,0
7.13E+07,3.19E+07,3.28E+07,2.17E+06,-3.40E-09,-8.15E-09,0.2735,0,0.7735,0
7.11E+07,3.18E+07,3.27E+07,2.19E+06,-3.40E-09,-8.14E-09,0.274,0,0.774,0
7.09E+07,3.17E+07,3.26E+07,2.20E+06,-3.41E-09,-8.13E-09,0.2745,0,0.7745,0
7.07E+07,3.16E+07,3.25E+07,2.22E+06,-3.41E-09,-8.11E-09,0.275,0,0.775,0
7.05E+07,3.15E+07,3.24E+07,2.24E+06,-3.42E-09,-8.10E-09,0.2755,0,0.7755,0
7.03E+07,3.14E+07,3.23E+07,2.26E+06,-3.42E-09,-8.09E-09,0.276,0,0.776,0
7.01E+07,3.13E+07,3.22E+07,2.28E+06,-3.43E-09,-8.07E-09,0.2765,0,0.7765,0
6.99E+07,3.12E+07,3.22E+07,2.30E+06,-3.43E-09,-8.06E-09,0.277,0,0.777,0
6.97E+07,3.12E+07,3.21E+07,2.31E+06,-3.44E-09,-8.05E-09,0.2775,0,0.7775,0
6.95E+07,3.11E+07,3.20E+07,2.33E+06,-3.44E-09,-8.04E-09,0.278,0,0.778,0
6.93E+07,3.10E+07,3.19E+07,2.35E+06,-3.45E-09,-8.02E-09,0.2785,0,0.7785,0
6.91E+07,3.09E+07,3.18E+07,2.37E+06,-3.45E-09,-8.01E-09,0.279,0,0.779,0
6.89E+07,3.08E+07,3.17E+07,2.39E+06,-3.46E-09,-8.00E-09,0.2795,0,0.7795,0
6.87E+07,3.07E+07,3.16E+07,2.40E+06,-3.46E-09,-7.98E-09,0.28,0,0.78,0
6.85E+07,3.06E+07,3.15E+07,2.42E+06,-3.47E-09,-7.97E-09,0.2805,0,0.7805,0
6.83E+07,3.05E+07,3.14E+07,2.44E+06,-3.47E-09,-7.96E-09,0.281,0,0.781,0
6.81E+07,3.04E+07,3.13E+07,2.46E+06,-3.47E-09,-7.94E-09,0.2815,0,0.7815,0
6.79E+07,3.03E+07,3.12E+07,2.48E+06,-3.48E-09,-7.93E-09,0.282,0,0.782,0
6.77E+07,3.02E+07,3.11E+07,2.49E+06,-3.48E-09,-7.92E-09,0.2825,0,0.7825,0
6.75E+07,3.02E+07,3.11E+07,2.51E+06,-3.49E-09,-7.91E-09,0.283,0,0.783,0
6.73E+07,3.01E+07,3.10E+07,2.53E+06,-3.49E-09,-7.89E-09,0.2835,0,0.7835,0
6.71E+07,3.00E+07,3.09E+07,2.55E+06,-3.50E-09,-7.88E-09,0.284,0,0.784,0
6.69E+07,2.99E+07,3.08E+07,2.57E+06,-3.50E-09,-7.87E-09,0.2845,0,0.7845,0
6.67E+07,2.98E+07,3.07E+07,2.58E+06,-3.51E-09,-7.85E-09,0.285,0,0.785,0
6.65E+07,2.97E+07,3.06E+07,2.60E+06,-3.51E-09,-7.84E-09,0.2855,0,0.7855,0
6.63E+07,2.96E+07,3.05E+07,2.62E+06,-3.52E-09,-7.83E-09,0.286,0,0.786,0
6.61E+07,2.95E+07,3.04E+07,2.64E+06,-3.52E-09,-7.82E-09,0.2865,0,0.7865,0
6.59E+07,2.94E+07,3.03E+07,2.66E+06,-3.53E-09,-7.80E-09,0.287,0,0.787,0
6.57E+07,2.93E+07,3.02E+07,2.68E+06,-3.53E-09,-7.79E-09,0.2875,0,0.7875,0
6.55E+07,2.93E+07,3.01E+07,2.69E+06,-3.54E-09,-7.78E-09,0.288,0,0.788,0
6.53E+07,2.92E+07,3.01E+07,2.71E+06,-3.54E-09,-7.76E-09,0.2885,0,0.7885,0
6.51E+07,2.91E+07,3.00E+07,2.73E+06,-3.54E-09,-7.75E-09,0.289,0,0.789,0
6.49E+07,2.90E+07,2.99E+07,2.75E+06,-3.55E-09,-7.74E-09,0.2895,0,0.7895,0
6.47E+07,2.89E+07,2.98E+07,2.77E+06,-3.55E-09,-7.72E-09,0.29,0,0.79,0
6.45E+07,2.88E+07,2.97E+07,2.78E+06,-3.56E-09,-7.71E-09,0.2905,0,0.7905,0
6.43E+07,2.87E+07,2.96E+07,2.80E+06,-3.56E-09,-7.70E-09,0.291,0,0.791,0
6.41E+07,2.86E+07,2.95E+07,2.82E+06,-3.57E-09,-7.69E-09,0.2915,0,0.7915,0
6.39E+07,2.85E+07,2.94E+07,2.84E+06,-3.57E-09,-7.67E-09,0.292,0,0.792,0
6.37E+07,2.84E+07,2.93E+07,2.86E+06,-3.58E-09,-7.66E-09,0.2925,0,0.7925,0
6.35E+07,2.84E+07,2.92E+07,2.87E+06,-3.58E-09,-7.65E-09,0.293,0,0.793,0
6.33E+07,2.83E+07,2.91E+07,2.89E+06,-3.59E-09,-7.63E-09,0.2935,0,0.7935,0
6.31E+07,2.82E+07,2.91E+07,2.91E+06,-3.59E-09,-7.62E-09,0.294,0,0.794,0
6.29E+07,2.81E+07,2.90E+07,2.93E+06,-3.60E-09,-7.61E-09,0.2945,0,0.7945,0
6.27E+07,2.80E+07,2.89E+07,2.95E+06,-3.60E-09,-7.60E-09,0.295,0,0.795,0
6.25E+07,2.79E+07,2.88E+07,2.96E+06,-3.61E-09,-7.58E-09,0.2955,0,0.7955,0
6.23E+07,2.78E+07,2.87E+07,2.98E+06,-3.61E-09,-7.57E-09,0.296,0,0.796,0
6.21E+07,2.77E+07,2.86E+07,3.00E+06,-3.61E-09,-7.56E-09,0.2965,0,0.7965,0
6.19E+07,2.76E+07,2.85E+07,3.02E+06,-3.62E-09,-7.54E-09,0.297,0,0.797,0
6.17E+07,2.75E+07,2.84E+07,3.04E+06,-3.62E-09,-7.53E-09,0.2975,0,0.7975,0
6.15E+07,2.75E+07,2.83E+07,3.05E+06,-3.63E-09,-7.52E-09,0.298,0,0.798,0
6.13E+07,2.74E+07,2.82E+07,3.07E+06,-3.63E-09,-7.50E-09,0.2985,0,0.7985,0
6.11E+07,2.73E+07,2.81E+07,3.09E+06,-3.64E-09,-7.49E-09,0.299,0,0.799,0
6.09E+07,2.72E+07,2.80E+07,3.11E+06,-3.64E-09,-7.48E-09,0.2995,0,0.7995,0
6.07E+07,2.71E+07,2.80E+07,3.13E+06,-3.65E-09,-7.47E-09,0.3,0,0.8,0
6.05E+07,2.70E+07,2.79E+07,3.13E+06,-3.62E-09,-7.41E-09,0.3005,0,0.8005,0
6.04E+07,2.69E+07,2.78E+07,3.13E+06,-3.60E-09,-7.36E-09,0.301,0,0.801,0
6.02E+07,2.68E+07,2.77E+07,3.13E+06,-3.58E-09,-7.31E-09,0.3015,0,0.8015,0
6.00E+07,2.67E+07,2.76E+07,3.13E+06,-3.55E-09,-7.25E-09,0.302,0,0.802,0
5.98E+07,2.66E+07,2.75E+07,3.13E+06,-3.53E-09,-7.20E-09,0.3025,0,0.8025,0
5.96E+07,2.65E+07,2.74E+07,3.12E+06,-3.51E-09,-7.15E-09,0.303,0,0.803,0
5.94E+07,2.64E+07,2.73E+07,3.12E+06,-3.48E-09,-7.10E-09,0.3035,0,0.8035,0
5.93E+07,2.63E+07,2.72E+07,3.12E+06,-3.46E-09,-7.04E-09,0.304,0,0.804,0
5.91E+07,2.61E+07,2.71E+07,3.12E+06,-3.44E-09,-6.99E-09,0.3045,0,0.8045,0
5.89E+07,2.60E+07,2.70E+07,3.12E+06,-3.41E-09,-6.94E-09,0.305,0,0.805,0
5.87E+07,2.59E+07,2.69E+07,3.12E+06,-3.39E-09,-6.88E-09,0.3055,0,0.8055,0
5.85E+07,2.58E+07,2.68E+07,3.12E+06,-3.36E-09,-6.83E-09,0.306,0,0.806,0
5.83E+07,2.57E+07,2.67E+07,3.12E+06,-3.34E-09,-6.78E-09,0.3065,0,0.8065,0
5.82E+07,2.56E+07,2.66E+07,3.12E+06,-3.32E-09,-6.73E-09,0.307,0,0.807,0
5.80E+07,2.55E+07,2.65E+07,3.12E+06,-3.29E-09,-6.67E-09,0.3075,0,0.8075,0
5.78E+07,2.54E+07,2.64E+07,3.12E+06,-3.27E-09,-6.62E-09,0.308,0,0.808,0
5.76E+07,2.53E+07,2.63E+07,3.12E+06,-3.25E-09,-6.57E-09,0.3085,0,0.8085,0
5.74E+07,2.52E+07,2.62E+07,3.12E+06,-3.22E-09,-6.51E-09,0.309,0,0.809,0
5.72E+07,2.51E+07,2.61E+07,3.12E+06,-3.20E-09,-6.46E-09,0.3095,0,0.8095,0
5.71E+07,2.50E+07,2.60E+07,3.12E+06,-3.18E-09,-6.41E-09,0.31,0,0.81,0
5.69E+07,2.49E+07,2.60E+07,3.12E+06,-3.15E-09,-6.36E-09,0.3105,0,0.8105,0
5.67E+07,2.48E+07,2.59E+07,3.12E+06,-3.13E-09,-6.30E-09,0.311,0,0.811,0
5.65E+07,2.47E+07,2.58E+07,3.12E+06,-3.11E-09,-6.25E-09,0.3115,0,0.8115,0
5.63E+07,2.46E+07,2.57E+07,3.12E+06,-3.08E-09,-6.20E-09,0.312,0,0.812,0
5.61E+07,2.45E+07,2.56E+07,3.12E+06,-3.06E-09,-6.14E-09,0.3125,0,0.8125,0
5.60E+07,2.44E+07,2.55E+07,3.12E+06,-3.04E-09,-6.09E-09,0.313,0,0.813,0
5.58E+07,2.42E+07,2.54E+07,3.12E+06,-3.01E-09,-6.04E-09,0.3135,0,0.8135,0
5.56E+07,2.41E+07,2.53E+07,3.11E+06,-2.99E-09,-5.99E-09,0.314,0,0.814,0
5.54E+07,2.40E+07,2.52E+07,3.11E+06,-2.96E-09,-5.93E-09,0.3145,0,0.8145,0
5.52E+07,2.39E+07,2.51E+07,3.11E+06,-2.94E-09,-5.88E-09,0.315,0,0.815,0
5.50E+07,2.38E+07,2.50E+07,3.11E+06,-2.92E-09,-5.83E-09,0.3155,0,0.8155,0
5.49E+07,2.37E+07,2.49E+07,3.11E+06,-2.89E-09,-5.77E-09,0.316,0,0.816,0
5.47E+07,2.36E+07,2.48E+07,3.11E+06,-2.87E-09,-5.72E-09,0.3165,0,0.8165,0
5.45E+07,2.35E+07,2.47E+07,3.11E+06,-2.85E-09,-5.67E-09,0.317,0,0.817,0
5.43E+07,2.34E+07,2.46E+07,3.11E+06,-2.82E-09,-5.62E-09,0.3175,0,0.8175,0
5.41E+07,2.33E+07,2.45E+07,3.11E+06,-2.80E-09,-5.56E-09,0.318,0,0.818,0
5.39E+07,2.32E+07,2.44E+07,3.11E+06,-2.78E-09,-5.51E-09,0.3185,0,0.8185,0
5.37E+07,2.31E+07,2.43E+07,3.11E+06,-2.75E-09,-5.46E-09,0.319,0,0.819,0
5.36E+07,2.30E+07,2.42E+07,3.11E+06,-2.73E-09,-5.40E-09,0.3195,0,0.8195,0
5.34E+07,2.29E+07,2.41E+07,3.11E+06,-2.71E-09,-5.35E-09,0.32,0,0.82,0
5.32E+07,2.28E+07,2.40E+07,3.11E+06,-2.68E-09,-5.30E-09,0.3205,0,0.8205,0
5.30E+07,2.27E+07,2.39E+07,3.11E+06,-2.66E-09,-5.24E-09,0.321,0,0.821,0
5.28E+07,2.26E+07,2.39E+07,3.11E+06,-2.64E-09,-5.19E-09,0.3215,0,0.8215,0
5.26E+07,2.25E+07,2.38E+07,3.11E+06,-2.61E-09,-5.14E-09,0.322,0,0.822,0
5.25E+07,2.23E+07,2.37E+07,3.11E+06,-2.59E-09,-5.09E-09,0.3225,0,0.8225,0
5.23E+07,2.22E+07,2.36E+07,3.11E+06,-2.56E-09,-5.03E-09,0.323,0,0.823,0
5.21E+07,2.21E+07,2.35E+07,3.11E+06,-2.54E-09,-4.98E-09,0.3235,0,0.8235,0
5.19E+07,2.20E+07,2.34E+07,3.11E+06,-2.52E-09,-4.93E-09,0.324,0,0.824,0
5.17E+07,2.19E+07,2.33E+07,3.10E+06,-2.49E-09,-4.87E-09,0.3245,0,0.8245,0
5.15E+07,2.18E+07,2.32E+07,3.10E+06,-2.47E-09,-4.82E-09,0.325,0,0.825,0
5.14E+07,2.17E+07,2.31E+07,3.10E+06,-2.45E-09,-4.77E-09,0.3255,0,0.8255,0
5.12E+07,2.16E+07,2.30E+07,3.10E+06,-2.42E-09,-4.72E-09,0.326,0,0.826,0
5.10E+07,2.15E+07,2.29E+07,3.10E+06,-2.40E-09,-4.66E-09,0.3265,0,0.8265,0
5.08E+07,2.14E+07,2.28E+07,3.10E+06,-2.38E-09,-4.61E-09,0.327,0,0.827,0
5.06E+07,2.13E+07,2.27E+07,3.10E+06,-2.35E-09,-4.56E-09,0.3275,0,0.8275,0
5.04E+07,2.12E+07,2.26E+07,3.10E+06,-2.33E-09,-4.50E-09,0.328,0,0.828,0
5.03E+07,2.11E+07,2.25E+07,3.10E+06,-2.31E-09,-4.45E-09,0.3285,0,0.8285,0
5.01E+07,2.10E+07,2.24E+07,3.10E+06,-2.28E-09,-4.40E-09,0.329,0,0.829,0
4.99E+07,2.09E+07,2.23E+07,3.10E+06,-2.26E-09,-4.35E-09,0.3295,0,0.8295,0
4.97E+07,2.08E+07,2.22E+07,3.10E+06,-2.24E-09,-4.29E-09,0.33,0,0.83,0
4.95E+07,2.07E+07,2.21E+07,3.10E+06,-2.21E-09,-4.24E-09,0.3305,0,0.8305,0
4.93E+07,2.06E+07,2.20E+07,3.10E+06,-2.19E-09,-4.19E-09,0.331,0,0.831,0
4.92E+07,2.04E+07,2.19E+07,3.10E+06,-2.16E-09,-4.13E-09,0.3315,0,0.8315,0
4.90E+07,2.03E+07,2.18E+07,3.10E+06,-2.14E-09,-4.08E-09,0.332,0,0.832,0
4.88E+07,2.02E+07,2.18E+07,3.10E+06,-2.12E-09,-4.03E-09,0.3325,0,0.8325,0
4.86E+07,2.01E+07,2.17E+07,3.10E+06,-2.09E-09,-3.98E-09,0.333,0,0.833,0
4.84E+07,2.00E+07,2.16E+07,3.10E+06,-2.07E-09,-3.92E-09,0.3335,0,0.8335,0
4.82E+07,1.99E+07,2.15E+07,3.10E+06,-2.05E-09,-3.87E-09,0.334,0,0.834,0
4.80E+07,1.98E+07,2.14E+07,3.10E+06,-2.02E-09,-3.82E-09,0.3345,0,0.8345,0
4.79E+07,1.97E+07,2.13E+07,3.10E+06,-2.00E-09,-3.76E-09,0.335,0,0.835,0
4.77E+07,1.96E+07,2.12E+07,3.09E+06,-1.98E-09,-3.71E-09,0.3355,0,0.8355,0
4.75E+07,1.95E+07,2.11E+07,3.09E+06,-1.95E-09,-3.66E-09,0.336,0,0.836,0
4.73E+07,1.94E+07,2.10E+07,3.09E+06,-1.93E-09,-3.61E-09,0.3365,0,0.8365,0
4.71E+07,1.93E+07,2.09E+07,3.09E+06,-1.91E-09,-3.55E-09,0.337,0,0.837,0
4.69E+07,1.92E+07,2.08E+07,3.09E+06,-1.88E-09,-3.50E-09,0.3375,0,0.8375,0
4.68E+07,1.91E+07,2.07E+07,3.09E+06,-1.86E-09,-3.45E-09,0.338,0,0.838,0
4.66E+07,1.90E+07,2.06E+07,3.09E+06,-1.83E-09,-3.39E-09,0.3385,0,0.8385,0
4.64E+07,1.89E+07,2.05E+07,3.09E+06,-1.81E-09,-3.34E-09,0.339,0,0.839,0
4.62E+07,1.88E+07,2.04E+07,3.09E+06,-1.79E-09,-3.29E-09,0.3395,0,0.8395,0
4.60E+07,1.86E+07,2.03E+07,3.09E+06,-1.76E-09,-3.24E-09,0.34,0,0.84,0
4.58E+07,1.85E+07,2.02E+07,3.09E+06,-1.74E-09,-3.18E-09,0.3405,0,0.8405,0
4.57E+07,1.84E+07,2.01E+07,3.09E+06,-1.72E-09,-3.13E-09,0.341,0,0.841,0
4.55E+07,1.83E+07,2.00E+07,3.09E+06,-1.69E-09,-3.08E-09,0.3415,0,0.8415,0
4.53E+07,1.82E+07,1.99E+07,3.09E+06,-1.67E-09,-3.02E-09,0.342,0,0.842,0
4.51E+07,1.81E+07,1.98E+07,3.09E+06,-1.65E-09,-2.97E-09,0.3425,0,0.8425,0
4.49E+07,1.80E+07,1.97E+07,3.09E+06,-1.62E-09,-2.92E-09,0.343,0,0.843,0
4.47E+07,1.79E+07,1.97E+07,3.09E+06,-1.60E-09,-2.87E-09,0.3435,0,0.8435,0
4.46E+07,1.78E+07,1.96E+07,3.09E+06,-1.58E-09,-2.81E-09,0.344,0,0.844,0
4.44E+07,1.77E+07,1.95E+07,3.09E+06,-1.55E-09,-2.76E-09,0.3445,0,0.8445,0
4.42E+07,1.76E+07,1.94E+07,3.09E+06,-1.53E-09,-2.71E-09,0.345,0,0.845,0
4.40E+07,1.75E+07,1.93E+07,3.09E+06,-1.51E-09,-2.65E-09,0.3455,0,0.8455,0
4.38E+07,1.74E+07,1.92E+07,3.09E+06,-1.48E-09,-2.60E-09,0.346,0,0.846,0
4.36E+07,1.73E+07,1.91E+07,3.08E+06,-1.46E-09,-2.55E-09,0.3465,0,0.8465,0
4.35E+07,1.72E+07,1.90E+07,3.08E+06,-1.43E-09,-2.50E-09,0.347,0,0.847,0
4.33E+07,1.71E+07,1.89E+07,3.08E+06,-1.41E-09,-2.44E-09,0.3475,0,0.8475,0
4.31E+07,1.70E+07,1.88E+07,3.08E+06,-1.39E-09,-2.39E-09,0.348,0,0.848,0
4.29E+07,1.69E+07,1.87E+07,3.08E+06,-1.36E-09,-2.34E-09,0.3485,0,0.8485,0
4.27E+07,1.67E+07,1.86E+07,3.08E+06,-1.34E-09,-2.28E-09,0.349,0,0.849,0
4.25E+07,1.66E+07,1.85E+07,3.08E+06,-1.32E-09,-2.23E-09,0.3495,0,0.8495,0
4.24E+07,1.65E+07,1.84E+07,3.08E+06,-1.29E-09,-2.18E-09,0.35,0,0.85,0
4.22E+07,1.65E+07,1.83E+07,3.08E+06,-1.29E-09,-2.18E-09,0.3505,0,0.8505,0
4.20E+07,1.64E+07,1.82E+07,3.08E+06,-1.28E-09,-2.18E-09,0.351,0,0.851,0
4.18E+07,1.63E+07,1.82E+07,3.07E+06,-1.27E-09,-2.18E-09,0.3515,0,0.8515,0
4.16E+07,1.62E+07,1.81E+07,3.07E+06,-1.27E-09,-2.17E-09,0.352,0,0.852,0
4.14E+07,1.62E+07,1.80E+07,3.07E+06,-1.26E-09,-2.17E-09,0.3525,0,0.8525,0
4.13E+07,1.61E+07,1.79E+07,3.07E+06,-1.25E-09,-2.17E-09,0.353,0,0.853,0
4.11E+07,1.60E+07,1.78E+07,3.06E+06,-1.24E-09,-2.17E-09,0.3535,0,0.8535,0
4.09E+07,1.60E+07,1.78E+07,3.06E+06,-1.24E-09,-2.17E-09,0.354,0,0.854,0
4.07E+07,1.59E+07,1.77E+07,3.06E+06,-1.23E-09,-2.17E-09,0.3545,0,0.8545,0
4.05E+07,1.58E+07,1.76E+07,3.06E+06,-1.22E-09,-2.17E-09,0.355,0,0.855,0
4.04E+07,1.57E+07,1.75E+07,3.05E+06,-1.22E-09,-2.17E-09,0.3555,0,0.8555,0
4.02E+07,1.57E+07,1.74E+07,3.05E+06,-1.21E-09,-2.17E-09,0.356,0,0.856,0
4.00E+07,1.56E+07,1.73E+07,3.05E+06,-1.20E-09,-2.17E-09,0.3565,0,0.8565,0
3.98E+07,1.55E+07,1.73E+07,3.05E+06,-1.20E-09,-2.17E-09,0.357,0,0.857,0
3.96E+07,1.54E+07,1.72E+07,3.04E+06,-1.19E-09,-2.17E-09,0.3575,0,0.8575,0
3.94E+07,1.54E+07,1.71E+07,3.04E+06,-1.18E-09,-2.17E-09,0.358,0,0.858,0
3.93E+07,1.53E+07,1.70E+07,3.04E+06,-1.17E-09,-2.16E-09,0.3585,0,0.8585,0
