"sigma:0","sigma:1","sigma:2","sigma:3","sigma:4","sigma:5","arc_length","Points:0","Points:1","Points:2"
3.6301e+06,2.5767e+06,1.8905e+06,-1.3087e+05,5.0249e-10,1.2052e-09,0.445,0,0.945,0
3.4118e+06,2.525e+06,1.8176e+06,-1.6359e+05,4.9309e-10,1.1459e-09,0.4455,0,0.9455,0
3.1935e+06,2.4732e+06,1.7448e+06,-1.963e+05,4.8369e-10,1.0866e-09,0.446,0,0.946,0
2.9752e+06,2.4215e+06,1.6719e+06,-2.2902e+05,4.743e-10,1.0273e-09,0.4465,0,0.9465,0
2.7569e+06,2.3697e+06,1.599e+06,-2.6174e+05,4.649e-10,9.6794e-10,0.447,0,0.947,0
2.5387e+06,2.318e+06,1.5262e+06,-2.9446e+05,4.555e-10,9.0863e-10,0.4475,0,0.9475,0
2.3204e+06,2.2662e+06,1.4533e+06,-3.2717e+05,4.461e-10,8.493e-10,0.448,0,0.948,0
2.1021e+06,2.2145e+06,1.3805e+06,-3.5989e+05,4.3671e-10,7.8999e-10,0.4485,0,0.9485,0
1.8838e+06,2.1627e+06,1.3076e+06,-3.9261e+05,4.2731e-10,7.3066e-10,0.449,0,0.949,0
1.6655e+06,2.111e+06,1.2347e+06,-4.2533e+05,4.1791e-10,6.7134e-10,0.4495,0,0.9495,0
1.4472e+06,2.0592e+06,1.1619e+06,-4.5804e+05,4.0852e-10,6.1202e-10,0.45,0,0.95,0
1.2445e+06,2.0392e+06,1.0927e+06,-4.4047e+05,4.0283e-10,5.9772e-10,0.4505,0,0.9505,0
1.0418e+06,2.0192e+06,1.0235e+06,-4.2289e+05,3.9714e-10,5.8342e-10,0.451,0,0.951,0
8.3909e+05,1.9993e+06,9.5432e+05,-4.0532e+05,3.9145e-10,5.6911e-10,0.4515,0,0.9515,0
6.3637e+05,1.9793e+06,8.8513e+05,-3.8774e+05,3.8576e-10,5.5481e-10,0.452,0,0.952,0
4.3366e+05,1.9593e+06,8.1595e+05,-3.7016e+05,3.8007e-10,5.4051e-10,0.4525,0,0.9525,0
2.3094e+05,1.9393e+06,7.4676e+05,-3.5259e+05,3.7438e-10,5.262e-10,0.453,0,0.953,0
28234,1.9193e+06,6.7759e+05,-3.3501e+05,3.6869e-10,5.119e-10,0.4535,0,0.9535,0
-1.7449e+05,1.8994e+06,6.084e+05,-3.1744e+05,3.63e-10,4.976e-10,0.454,0,0.954,0
-3.7722e+05,1.8794e+06,5.3921e+05,-2.9986e+05,3.5731e-10,4.8329e-10,0.4545,0,0.9545,0
-5.7992e+05,1.8594e+06,4.7004e+05,-2.8229e+05,3.5162e-10,4.6899e-10,0.455,0,0.955,0
-7.8265e+05,1.8394e+06,4.0085e+05,-2.6471e+05,3.4593e-10,4.5469e-10,0.4555,0,0.9555,0
-9.8535e+05,1.8194e+06,3.3167e+05,-2.4714e+05,3.4024e-10,4.4038e-10,0.456,0,0.956,0
-1.1881e+06,1.7994e+06,2.6249e+05,-2.2956e+05,3.3455e-10,4.2608e-10,0.4565,0,0.9565,0
-1.3908e+06,1.7795e+06,1.933e+05,-2.1198e+05,3.2886e-10,4.1177e-10,0.457,0,0.957,0
-1.5935e+06,1.7595e+06,1.2412e+05,-1.9441e+05,3.2317e-10,3.9747e-10,0.4575,0,0.9575,0
-1.7962e+06,1.7395e+06,54935,-1.7683e+05,3.1748e-10,3.8317e-10,0.458,0,0.958,0
-1.999e+06,1.7195e+06,-14251,-1.5925e+05,3.1179e-10,3.6886e-10,0.4585,0,0.9585,0
-2.2017e+06,1.6995e+06,-83429,-1.4168e+05,3.061e-10,3.5456e-10,0.459,0,0.959,0
-2.4044e+06,1.6796e+06,-1.5262e+05,-1.241e+05,3.0041e-10,3.4026e-10,0.4595,0,0.9595,0
-2.6071e+06,1.6596e+06,-2.2179e+05,-1.0653e+05,2.9472e-10,3.2595e-10,0.46,0,0.96,0
-2.8098e+06,1.6396e+06,-2.9098e+05,-88952,2.8903e-10,3.1165e-10,0.4605,0,0.9605,0
-3.0126e+06,1.6196e+06,-3.6017e+05,-71376,2.8334e-10,2.9735e-10,0.461,0,0.961,0
-3.2153e+06,1.5996e+06,-4.2934e+05,-53801,2.7765e-10,2.8304e-10,0.4615,0,0.9615,0
-3.418e+06,1.5797e+06,-4.9853e+05,-36225,2.7196e-10,2.6874e-10,0.462,0,0.962,0
-3.6207e+06,1.5597e+06,-5.6771e+05,-18650,2.6627e-10,2.5444e-10,0.4625,0,0.9625,0
-3.8234e+06,1.5397e+06,-6.3689e+05,-1073.8,2.6058e-10,2.4013e-10,0.463,0,0.963,0
-4.0261e+06,1.5197e+06,-7.0608e+05,16503,2.5489e-10,2.2583e-10,0.4635,0,0.9635,0
-4.2288e+06,1.4997e+06,-7.7526e+05,34077,2.492e-10,2.1152e-10,0.464,0,0.964,0
-4.4316e+06,1.4797e+06,-8.4444e+05,51654,2.4351e-10,1.9722e-10,0.4645,0,0.9645,0
-4.6343e+06,1.4598e+06,-9.1362e+05,69228,2.3782e-10,1.8292e-10,0.465,0,0.965,0
-4.837e+06,1.4398e+06,-9.8281e+05,86805,2.3213e-10,1.6861e-10,0.4655,0,0.9655,0
-5.0397e+06,1.4198e+06,-1.052e+06,1.0438e+05,2.2644e-10,1.5431e-10,0.466,0,0.966,0
-5.2424e+06,1.3998e+06,-1.1212e+06,1.2196e+05,2.2075e-10,1.4001e-10,0.4665,0,0.9665,0
-5.4452e+06,1.3798e+06,-1.1904e+06,1.3953e+05,2.1506e-10,1.257e-10,0.467,0,0.967,0
-5.6479e+06,1.3599e+06,-1.2595e+06,1.5711e+05,2.0938e-10,1.114e-10,0.4675,0,0.9675,0
-5.8506e+06,1.3399e+06,-1.3287e+06,1.7468e+05,2.0369e-10,9.7096e-11,0.468,0,0.968,0
-6.0533e+06,1.3199e+06,-1.3979e+06,1.9226e+05,1.98e-10,8.2792e-11,0.4685,0,0.9685,0
-6.256e+06,1.2999e+06,-1.4671e+06,2.0983e+05,1.9231e-10,6.8489e-11,0.469,0,0.969,0
-6.4587e+06,1.2799e+06,-1.5363e+06,2.2741e+05,1.8662e-10,5.4185e-11,0.4695,0,0.9695,0
-6.6615e+06,1.2599e+06,-1.6055e+06,2.4499e+05,1.8093e-10,3.9881e-11,0.47,0,0.97,0
-6.8642e+06,1.24e+06,-1.6746e+06,2.6256e+05,1.7524e-10,2.5578e-11,0.4705,0,0.9705,0
-7.0669e+06,1.22e+06,-1.7438e+06,2.8014e+05,1.6955e-10,1.1274e-11,0.471,0,0.971,0
-7.2696e+06,1.2e+06,-1.813e+06,2.9771e+05,1.6386e-10,-3.0284e-12,0.4715,0,0.9715,0
-7.4723e+06,1.18e+06,-1.8822e+06,3.1529e+05,1.5817e-10,-1.7333e-11,0.472,0,0.972,0
-7.6751e+06,1.16e+06,-1.9514e+06,3.3287e+05,1.5248e-10,-3.1637e-11,0.4725,0,0.9725,0
-7.8778e+06,1.1401e+06,-2.0206e+06,3.5044e+05,1.4679e-10,-4.5939e-11,0.473,0,0.973,0
-8.0805e+06,1.1201e+06,-2.0897e+06,3.6802e+05,1.411e-10,-6.0244e-11,0.4735,0,0.9735,0
-8.2832e+06,1.1001e+06,-2.1589e+06,3.8559e+05,1.3541e-10,-7.4546e-11,0.474,0,0.974,0
-8.4859e+06,1.0801e+06,-2.2281e+06,4.0317e+05,1.2972e-10,-8.885e-11,0.4745,0,0.9745,0
-8.6886e+06,1.0601e+06,-2.2973e+06,4.2074e+05,1.2403e-10,-1.0315e-10,0.475,0,0.975,0
-8.8465e+06,1.0389e+06,-2.3462e+06,4.1233e+05,1.2155e-10,-1.0109e-10,0.4755,0,0.9755,0
-9.0044e+06,1.0177e+06,-2.3951e+06,4.0392e+05,1.1907e-10,-9.9029e-11,0.476,0,0.976,0
-9.1623e+06,9.9652e+05,-2.444e+06,3.955e+05,1.1659e-10,-9.6966e-11,0.4765,0,0.9765,0
-9.3201e+06,9.7532e+05,-2.4929e+06,3.8709e+05,1.1411e-10,-9.4902e-11,0.477,0,0.977,0
-9.478e+06,9.5412e+05,-2.5418e+06,3.7867e+05,1.1163e-10,-9.2839e-11,0.4775,0,0.9775,0
-9.6359e+06,9.3292e+05,-2.5908e+06,3.7026e+05,1.0915e-10,-9.0776e-11,0.478,0,0.978,0
-9.7938e+06,9.1171e+05,-2.6397e+06,3.6184e+05,1.0666e-10,-8.8713e-11,0.4785,0,0.9785,0
-9.9516e+06,8.9051e+05,-2.6886e+06,3.5343e+05,1.0418e-10,-8.665e-11,0.479,0,0.979,0
-1.011e+07,8.6931e+05,-2.7375e+06,3.4501e+05,1.017e-10,-8.4587e-11,0.4795,0,0.9795,0
-1.0267e+07,8.481e+05,-2.7864e+06,3.366e+05,9.9223e-11,-8.2524e-11,0.48,0,0.98,0
-1.0425e+07,8.269e+05,-2.8353e+06,3.2818e+05,9.6742e-11,-8.0461e-11,0.4805,0,0.9805,0
-1.0583e+07,8.057e+05,-2.8842e+06,3.1977e+05,9.4262e-11,-7.8398e-11,0.481,0,0.981,0
-1.0741e+07,7.8449e+05,-2.9331e+06,3.1135e+05,9.1781e-11,-7.6334e-11,0.4815,0,0.9815,0
-1.0899e+07,7.6329e+05,-2.982e+06,3.0294e+05,8.9301e-11,-7.4272e-11,0.482,0,0.982,0
-1.1057e+07,7.4209e+05,-3.031e+06,2.9452e+05,8.682e-11,-7.2208e-11,0.4825,0,0.9825,0
-1.1215e+07,7.2089e+05,-3.0799e+06,2.8611e+05,8.4339e-11,-7.0145e-11,0.483,0,0.983,0
-1.1373e+07,6.9969e+05,-3.1288e+06,2.7769e+05,8.1859e-11,-6.8082e-11,0.4835,0,0.9835,0
-1.153e+07,6.7848e+05,-3.1777e+06,2.6928e+05,7.9378e-11,-6.6019e-11,0.484,0,0.984,0
-1.1688e+07,6.5728e+05,-3.2266e+06,2.6086e+05,7.6898e-11,-6.3956e-11,0.4845,0,0.9845,0
-1.1846e+07,6.3608e+05,-3.2755e+06,2.5245e+05,7.4417e-11,-6.1893e-11,0.485,0,0.985,0
-1.2004e+07,6.1488e+05,-3.3244e+06,2.4403e+05,7.1937e-11,-5.983e-11,0.4855,0,0.9855,0
-1.2162e+07,5.9367e+05,-3.3733e+06,2.3562e+05,6.9456e-11,-5.7767e-11,0.486,0,0.986,0
-1.232e+07,5.7247e+05,-3.4222e+06,2.272e+05,6.6975e-11,-5.5704e-11,0.4865,0,0.9865,0
-1.2478e+07,5.5127e+05,-3.4712e+06,2.1879e+05,6.4495e-11,-5.3641e-11,0.487,0,0.987,0
-1.2636e+07,5.3006e+05,-3.5201e+06,2.1037e+05,6.2014e-11,-5.1577e-11,0.4875,0,0.9875,0
-1.2793e+07,5.0886e+05,-3.569e+06,2.0196e+05,5.9534e-11,-4.9514e-11,0.488,0,0.988,0
-1.2951e+07,4.8766e+05,-3.6179e+06,1.9354e+05,5.7053e-11,-4.7451e-11,0.4885,0,0.9885,0
-1.3109e+07,4.6646e+05,-3.6668e+06,1.8513e+05,5.4572e-11,-4.5388e-11,0.489,0,0.989,0
-1.3267e+07,4.4525e+05,-3.7157e+06,1.7671e+05,5.2092e-11,-4.3325e-11,0.4895,0,0.9895,0
-1.3425e+07,4.2405e+05,-3.7646e+06,1.683e+05,4.9611e-11,-4.1262e-11,0.49,0,0.99,0
-1.3583e+07,4.0285e+05,-3.8135e+06,1.5988e+05,4.7131e-11,-3.9199e-11,0.4905,0,0.9905,0
-1.3741e+07,3.8165e+05,-3.8624e+06,1.5147e+05,4.465e-11,-3.7136e-11,0.491,0,0.991,0
-1.3899e+07,3.6044e+05,-3.9114e+06,1.4305e+05,4.217e-11,-3.5073e-11,0.4915,0,0.9915,0
-1.4056e+07,3.3924e+05,-3.9603e+06,1.3464e+05,3.9689e-11,-3.301e-11,0.492,0,0.992,0
-1.4214e+07,3.1804e+05,-4.0092e+06,1.2622e+05,3.7209e-11,-3.0946e-11,0.4925,0,0.9925,0
-1.4372e+07,2.9684e+05,-4.0581e+06,1.1781e+05,3.4728e-11,-2.8883e-11,0.493,0,0.993,0
-1.453e+07,2.7563e+05,-4.107e+06,1.0939e+05,3.2247e-11,-2.682e-11,0.4935,0,0.9935,0
-1.4688e+07,2.5443e+05,-4.1559e+06,1.0098e+05,2.9767e-11,-2.4757e-11,0.494,0,0.994,0
-1.4846e+07,2.3323e+05,-4.2048e+06,92564,2.7286e-11,-2.2694e-11,0.4945,0,0.9945,0
-1.5004e+07,2.1203e+05,-4.2537e+06,84149,2.4806e-11,-2.0631e-11,0.495,0,0.995,0
-1.5162e+07,1.9082e+05,-4.3027e+06,75734,2.2325e-11,-1.8568e-11,0.4955,0,0.9955,0
-1.5319e+07,1.6962e+05,-4.3516e+06,67320,1.9845e-11,-1.6505e-11,0.496,0,0.996,0
-1.5477e+07,1.4842e+05,-4.4005e+06,58904,1.7364e-11,-1.4442e-11,0.4965,0,0.9965,0
-1.5635e+07,1.2722e+05,-4.4494e+06,50490,1.4884e-11,-1.2379e-11,0.497,0,0.997,0
-1.5793e+07,1.0601e+05,-4.4983e+06,42075,1.2403e-11,-1.0315e-11,0.4975,0,0.9975,0
-1.5951e+07,84809,-4.5472e+06,33659,9.9221e-12,-8.2523e-12,0.498,0,0.998,0
-1.6109e+07,63608,-4.5961e+06,25245,7.4418e-12,-6.1893e-12,0.4985,0,0.9985,0
-1.6267e+07,42404,-4.645e+06,16830,4.9611e-12,-4.1261e-12,0.499,0,0.999,0
-1.6425e+07,21203,-4.6939e+06,8415.6,2.4807e-12,-2.0632e-12,0.4995,0,0.9995,0
-1.6582e+07,-0.36044,-4.7428e+06,0.26576,6.885e-27,-5.7262e-27,0.5,0,1,0
