"sigma:0","sigma:1","sigma:2","sigma:3","sigma:4","sigma:5","arc_length","Points:0","Points:1","Points:2"
8.6635e+07,4.2325e+07,5.0136e+07,-7.0663e+05,6.5659e-10,4.126e-09,0.216,0,0.716,0
8.6821e+07,4.2348e+07,4.9882e+07,-6.779e+05,7.3667e-10,4.3155e-09,0.2165,0,0.7165,0
8.7007e+07,4.2371e+07,4.9628e+07,-6.4915e+05,8.1675e-10,4.505e-09,0.217,0,0.717,0
8.7193e+07,4.2394e+07,4.9374e+07,-6.2042e+05,8.9682e-10,4.6945e-09,0.2175,0,0.7175,0
8.738e+07,4.2417e+07,4.912e+07,-5.9167e+05,9.7691e-10,4.884e-09,0.218,0,0.718,0
8.7566e+07,4.244e+07,4.8865e+07,-5.6293e+05,1.057e-09,5.0735e-09,0.2185,0,0.7185,0
8.7752e+07,4.2464e+07,4.8611e+07,-5.3419e+05,1.1371e-09,5.2629e-09,0.219,0,0.719,0
8.7938e+07,4.2487e+07,4.8357e+07,-5.0545e+05,1.2171e-09,5.4524e-09,0.2195,0,0.7195,0
8.8124e+07,4.251e+07,4.8103e+07,-4.7671e+05,1.2972e-09,5.642e-09,0.22,0,0.72,0
8.8311e+07,4.2533e+07,4.7849e+07,-4.4797e+05,1.3773e-09,5.8314e-09,0.2205,0,0.7205,0
8.8497e+07,4.2556e+07,4.7594e+07,-4.1923e+05,1.4574e-09,6.0209e-09,0.221,0,0.721,0
8.8683e+07,4.2579e+07,4.734e+07,-3.9049e+05,1.5375e-09,6.2104e-09,0.2215,0,0.7215,0
8.8869e+07,4.2603e+07,4.7086e+07,-3.6175e+05,1.6175e-09,6.3999e-09,0.222,0,0.722,0
8.9056e+07,4.2626e+07,4.6832e+07,-3.3301e+05,1.6976e-09,6.5894e-09,0.2225,0,0.7225,0
8.9242e+07,4.2649e+07,4.6577e+07,-3.0427e+05,1.7777e-09,6.7789e-09,0.223,0,0.723,0
8.9428e+07,4.2672e+07,4.6323e+07,-2.7553e+05,1.8578e-09,6.9684e-09,0.2235,0,0.7235,0
8.9614e+07,4.2695e+07,4.6069e+07,-2.4679e+05,1.9379e-09,7.1579e-09,0.224,0,0.724,0
8.98e+07,4.2718e+07,4.5815e+07,-2.1805e+05,2.0179e-09,7.3474e-09,0.2245,0,0.7245,0
8.9987e+07,4.2742e+07,4.5561e+07,-1.8931e+05,2.098e-09,7.5369e-09,0.225,0,0.725,0
8.9916e+07,4.2697e+07,4.5387e+07,-1.6165e+05,2.09e-09,7.5964e-09,0.2255,0,0.7255,0
8.9846e+07,4.2653e+07,4.5212e+07,-1.3398e+05,2.082e-09,7.6558e-09,0.226,0,0.726,0
8.9776e+07,4.2609e+07,4.5038e+07,-1.0632e+05,2.0739e-09,7.7153e-09,0.2265,0,0.7265,0
8.9706e+07,4.2564e+07,4.4864e+07,-78659,2.0659e-09,7.7747e-09,0.227,0,0.727,0
8.9636e+07,4.252e+07,4.469e+07,-50995,2.0579e-09,7.8342e-09,0.2275,0,0.7275,0
8.9565e+07,4.2476e+07,4.4516e+07,-23335,2.0499e-09,7.8936e-09,0.228,0,0.728,0
8.9495e+07,4.2431e+07,4.4342e+07,4329.3,2.0418e-09,7.9531e-09,0.2285,0,0.7285,0
8.9425e+07,4.2387e+07,4.4168e+07,31990,2.0338e-09,8.0125e-09,0.229,0,0.729,0
8.9355e+07,4.2343e+07,4.3994e+07,59654,2.0258e-09,8.072e-09,0.2295,0,0.7295,0
8.9284e+07,4.2298e+07,4.382e+07,87318,2.0178e-09,8.1314e-09,0.23,0,0.73,0
8.9214e+07,4.2254e+07,4.3646e+07,1.1498e+05,2.0097e-09,8.1909e-09,0.2305,0,0.7305,0
8.9144e+07,4.221e+07,4.3471e+07,1.4264e+05,2.0017e-09,8.2503e-09,0.231,0,0.731,0
8.9074e+07,4.2165e+07,4.3297e+07,1.7031e+05,1.9937e-09,8.3098e-09,0.2315,0,0.7315,0
8.9004e+07,4.2121e+07,4.3123e+07,1.9797e+05,1.9857e-09,8.3692e-09,0.232,0,0.732,0
8.8933e+07,4.2077e+07,4.2949e+07,2.2563e+05,1.9776e-09,8.4287e-09,0.2325,0,0.7325,0
8.8863e+07,4.2032e+07,4.2775e+07,2.5329e+05,1.9696e-09,8.4881e-09,0.233,0,0.733,0
8.8793e+07,4.1988e+07,4.2601e+07,2.8096e+05,1.9616e-09,8.5476e-09,0.2335,0,0.7335,0
8.8723e+07,4.1944e+07,4.2427e+07,3.0862e+05,1.9536e-09,8.607e-09,0.234,0,0.734,0
8.8653e+07,4.1899e+07,4.2253e+07,3.3628e+05,1.9455e-09,8.6665e-09,0.2345,0,0.7345,0
8.8582e+07,4.1855e+07,4.2079e+07,3.6394e+05,1.9375e-09,8.7259e-09,0.235,0,0.735,0
8.8512e+07,4.1811e+07,4.1904e+07,3.916e+05,1.9295e-09,8.7854e-09,0.2355,0,0.7355,0
8.8442e+07,4.1766e+07,4.173e+07,4.1927e+05,1.9215e-09,8.8448e-09,0.236,0,0.736,0
8.8372e+07,4.1722e+07,4.1556e+07,4.4693e+05,1.9134e-09,8.9043e-09,0.2365,0,0.7365,0
8.8301e+07,4.1678e+07,4.1382e+07,4.7459e+05,1.9054e-09,8.9637e-09,0.237,0,0.737,0
8.8231e+07,4.1633e+07,4.1208e+07,5.0226e+05,1.8974e-09,9.0232e-09,0.2375,0,0.7375,0
8.8161e+07,4.1589e+07,4.1034e+07,5.2992e+05,1.8894e-09,9.0826e-09,0.238,0,0.738,0
8.8091e+07,4.1545e+07,4.086e+07,5.5758e+05,1.8813e-09,9.1421e-09,0.2385,0,0.7385,0
8.8021e+07,4.15e+07,4.0686e+07,5.8525e+05,1.8733e-09,9.2016e-09,0.239,0,0.739,0
8.795e+07,4.1456e+07,4.0512e+07,6.1291e+05,1.8653e-09,9.261e-09,0.2395,0,0.7395,0
8.788e+07,4.1412e+07,4.0338e+07,6.4057e+05,1.8573e-09,9.3205e-09,0.24,0,0.74,0
8.781e+07,4.1367e+07,4.0163e+07,6.6823e+05,1.8492e-09,9.3799e-09,0.2405,0,0.7405,0
8.774e+07,4.1323e+07,3.9989e+07,6.9589e+05,1.8412e-09,9.4394e-09,0.241,0,0.741,0
8.767e+07,4.1279e+07,3.9815e+07,7.2356e+05,1.8332e-09,9.4988e-09,0.2415,0,0.7415,0
8.7599e+07,4.1234e+07,3.9641e+07,7.5122e+05,1.8252e-09,9.5583e-09,0.242,0,0.742,0
8.7529e+07,4.119e+07,3.9467e+07,7.7888e+05,1.8171e-09,9.6177e-09,0.2425,0,0.7425,0
8.7459e+07,4.1146e+07,3.9293e+07,8.0654e+05,1.8091e-09,9.6772e-09,0.243,0,0.743,0
8.7389e+07,4.1101e+07,3.9119e+07,8.3421e+05,1.8011e-09,9.7366e-09,0.2435,0,0.7435,0
8.7318e+07,4.1057e+07,3.8945e+07,8.6187e+05,1.7931e-09,9.7961e-09,0.244,0,0.744,0
8.7248e+07,4.1013e+07,3.8771e+07,8.8953e+05,1.785e-09,9.8555e-09,0.2445,0,0.7445,0
8.7178e+07,4.0968e+07,3.8597e+07,9.172e+05,1.777e-09,9.915e-09,0.245,0,0.745,0
8.7108e+07,4.0924e+07,3.8422e+07,9.4486e+05,1.769e-09,9.9744e-09,0.2455,0,0.7455,0
8.7038e+07,4.088e+07,3.8248e+07,9.7252e+05,1.761e-09,1.0034e-08,0.246,0,0.746,0
8.6967e+07,4.0835e+07,3.8074e+07,1.0002e+06,1.7529e-09,1.0093e-08,0.2465,0,0.7465,0
8.6897e+07,4.0791e+07,3.79e+07,1.0278e+06,1.7449e-09,1.0153e-08,0.247,0,0.747,0
8.6827e+07,4.0747e+07,3.7726e+07,1.0555e+06,1.7369e-09,1.0212e-08,0.2475,0,0.7475,0
8.6757e+07,4.0702e+07,3.7552e+07,1.0832e+06,1.7289e-09,1.0272e-08,0.248,0,0.748,0
8.6687e+07,4.0658e+07,3.7378e+07,1.1108e+06,1.7208e-09,1.0331e-08,0.2485,0,0.7485,0
8.6616e+07,4.0614e+07,3.7204e+07,1.1385e+06,1.7128e-09,1.0391e-08,0.249,0,0.749,0
8.6546e+07,4.0569e+07,3.703e+07,1.1662e+06,1.7048e-09,1.045e-08,0.2495,0,0.7495,0
8.6476e+07,4.0525e+07,3.6856e+07,1.1938e+06,1.6968e-09,1.0509e-08,0.25,0,0.75,0
8.6151e+07,4.0403e+07,3.6764e+07,1.2257e+06,1.7067e-09,1.0507e-08,0.2505,0,0.7505,0
8.5827e+07,4.0281e+07,3.6672e+07,1.2577e+06,1.7166e-09,1.0505e-08,0.251,0,0.751,0
8.5503e+07,4.0159e+07,3.658e+07,1.2896e+06,1.7265e-09,1.0502e-08,0.2515,0,0.7515,0
8.5178e+07,4.0037e+07,3.6488e+07,1.3215e+06,1.7364e-09,1.05e-08,0.252,0,0.752,0
8.4854e+07,3.9915e+07,3.6396e+07,1.3534e+06,1.7463e-09,1.0497e-08,0.2525,0,0.7525,0
8.4529e+07,3.9793e+07,3.6304e+07,1.3854e+06,1.7562e-09,1.0495e-08,0.253,0,0.753,0
8.4205e+07,3.9671e+07,3.6212e+07,1.4173e+06,1.7661e-09,1.0492e-08,0.2535,0,0.7535,0
8.388e+07,3.9549e+07,3.612e+07,1.4492e+06,1.776e-09,1.049e-08,0.254,0,0.754,0
8.3556e+07,3.9427e+07,3.6028e+07,1.4811e+06,1.7859e-09,1.0487e-08,0.2545,0,0.7545,0
8.3232e+07,3.9305e+07,3.5937e+07,1.513e+06,1.7958e-09,1.0485e-08,0.255,0,0.755,0
8.2907e+07,3.9183e+07,3.5845e+07,1.545e+06,1.8057e-09,1.0483e-08,0.2555,0,0.7555,0
8.2583e+07,3.9061e+07,3.5753e+07,1.5769e+06,1.8156e-09,1.048e-08,0.256,0,0.756,0
8.2258e+07,3.8939e+07,3.5661e+07,1.6088e+06,1.8255e-09,1.0478e-08,0.2565,0,0.7565,0
8.1934e+07,3.8816e+07,3.5569e+07,1.6407e+06,1.8354e-09,1.0475e-08,0.257,0,0.757,0
8.1609e+07,3.8694e+07,3.5477e+07,1.6727e+06,1.8453e-09,1.0473e-08,0.2575,0,0.7575,0
8.1285e+07,3.8572e+07,3.5385e+07,1.7046e+06,1.8553e-09,1.047e-08,0.258,0,0.758,0
8.0961e+07,3.845e+07,3.5293e+07,1.7365e+06,1.8652e-09,1.0468e-08,0.2585,0,0.7585,0
8.0636e+07,3.8328e+07,3.5201e+07,1.7684e+06,1.8751e-09,1.0465e-08,0.259,0,0.759,0
8.0312e+07,3.8206e+07,3.5109e+07,1.8003e+06,1.885e-09,1.0463e-08,0.2595,0,0.7595,0
7.9987e+07,3.8084e+07,3.5018e+07,1.8323e+06,1.8949e-09,1.046e-08,0.26,0,0.76,0
7.9663e+07,3.7962e+07,3.4926e+07,1.8642e+06,1.9048e-09,1.0458e-08,0.2605,0,0.7605,0
7.9338e+07,3.784e+07,3.4834e+07,1.8961e+06,1.9147e-09,1.0456e-08,0.261,0,0.761,0
7.9014e+07,3.7718e+07,3.4742e+07,1.928e+06,1.9246e-09,1.0453e-08,0.2615,0,0.7615,0
7.869e+07,3.7596e+07,3.465e+07,1.96e+06,1.9345e-09,1.0451e-08,0.262,0,0.762,0
7.8365e+07,3.7474e+07,3.4558e+07,1.9919e+06,1.9444e-09,1.0448e-08,0.2625,0,0.7625,0
7.8041e+07,3.7352e+07,3.4466e+07,2.0238e+06,1.9543e-09,1.0446e-08,0.263,0,0.763,0
7.7716e+07,3.723e+07,3.4374e+07,2.0557e+06,1.9642e-09,1.0443e-08,0.2635,0,0.7635,0
7.7392e+07,3.7108e+07,3.4282e+07,2.0876e+06,1.9741e-09,1.0441e-08,0.264,0,0.764,0
7.7067e+07,3.6986e+07,3.419e+07,2.1196e+06,1.984e-09,1.0438e-08,0.2645,0,0.7645,0
7.6743e+07,3.6864e+07,3.4099e+07,2.1515e+06,1.9939e-09,1.0436e-08,0.265,0,0.765,0
7.6419e+07,3.6742e+07,3.4007e+07,2.1834e+06,2.0038e-09,1.0434e-08,0.2655,0,0.7655,0
7.6094e+07,3.662e+07,3.3915e+07,2.2153e+06,2.0138e-09,1.0431e-08,0.266,0,0.766,0
7.577e+07,3.6498e+07,3.3823e+07,2.2473e+06,2.0237e-09,1.0429e-08,0.2665,0,0.7665,0
7.5445e+07,3.6376e+07,3.3731e+07,2.2792e+06,2.0336e-09,1.0426e-08,0.267,0,0.767,0
7.5121e+07,3.6254e+07,3.3639e+07,2.3111e+06,2.0435e-09,1.0424e-08,0.2675,0,0.7675,0
7.4796e+07,3.6132e+07,3.3547e+07,2.343e+06,2.0534e-09,1.0421e-08,0.268,0,0.768,0
7.4472e+07,3.601e+07,3.3455e+07,2.3749e+06,2.0633e-09,1.0419e-08,0.2685,0,0.7685,0
7.4148e+07,3.5888e+07,3.3363e+07,2.4069e+06,2.0732e-09,1.0416e-08,0.269,0,0.769,0
7.3823e+07,3.5766e+07,3.3271e+07,2.4388e+06,2.0831e-09,1.0414e-08,0.2695,0,0.7695,0
7.3499e+07,3.5644e+07,3.3179e+07,2.4707e+06,2.093e-09,1.0411e-08,0.27,0,0.77,0
7.3174e+07,3.5522e+07,3.3088e+07,2.5026e+06,2.1029e-09,1.0409e-08,0.2705,0,0.7705,0
7.285e+07,3.54e+07,3.2996e+07,2.5346e+06,2.1128e-09,1.0407e-08,0.271,0,0.771,0
7.2525e+07,3.5278e+07,3.2904e+07,2.5665e+06,2.1227e-09,1.0404e-08,0.2715,0,0.7715,0
7.2201e+07,3.5156e+07,3.2812e+07,2.5984e+06,2.1326e-09,1.0402e-08,0.272,0,0.772,0
7.1877e+07,3.5034e+07,3.272e+07,2.6303e+06,2.1425e-09,1.0399e-08,0.2725,0,0.7725,0
7.1552e+07,3.4912e+07,3.2628e+07,2.6622e+06,2.1524e-09,1.0397e-08,0.273,0,0.773,0
7.1228e+07,3.479e+07,3.2536e+07,2.6942e+06,2.1623e-09,1.0394e-08,0.2735,0,0.7735,0
7.0903e+07,3.4668e+07,3.2444e+07,2.7261e+06,2.1722e-09,1.0392e-08,0.274,0,0.774,0
7.0579e+07,3.4546e+07,3.2352e+07,2.758e+06,2.1822e-09,1.0389e-08,0.2745,0,0.7745,0
7.0254e+07,3.4424e+07,3.226e+07,2.7899e+06,2.1921e-09,1.0387e-08,0.275,0,0.775,0
7.0019e+07,3.4281e+07,3.2131e+07,2.7746e+06,2.1467e-09,1.0163e-08,0.2755,0,0.7755,0
6.9784e+07,3.4138e+07,3.2001e+07,2.7594e+06,2.1014e-09,9.939e-09,0.276,0,0.776,0
6.9549e+07,3.3995e+07,3.1871e+07,2.7441e+06,2.0561e-09,9.7151e-09,0.2765,0,0.7765,0
6.9314e+07,3.3852e+07,3.1742e+07,2.7288e+06,2.0108e-09,9.4911e-09,0.277,0,0.777,0
6.9079e+07,3.3709e+07,3.1612e+07,2.7135e+06,1.9655e-09,9.2671e-09,0.2775,0,0.7775,0
6.8844e+07,3.3567e+07,3.1482e+07,2.6982e+06,1.9202e-09,9.0432e-09,0.278,0,0.778,0
6.8609e+07,3.3424e+07,3.1353e+07,2.6829e+06,1.8749e-09,8.8192e-09,0.2785,0,0.7785,0
6.8374e+07,3.3281e+07,3.1223e+07,2.6676e+06,1.8296e-09,8.5953e-09,0.279,0,0.779,0
6.8139e+07,3.3138e+07,3.1093e+07,2.6523e+06,1.7843e-09,8.3713e-09,0.2795,0,0.7795,0
6.7904e+07,3.2995e+07,3.0964e+07,2.6371e+06,1.7389e-09,8.1474e-09,0.28,0,0.78,0
6.7669e+07,3.2852e+07,3.0834e+07,2.6218e+06,1.6936e-09,7.9234e-09,0.2805,0,0.7805,0
6.7434e+07,3.271e+07,3.0704e+07,2.6065e+06,1.6483e-09,7.6994e-09,0.281,0,0.781,0
6.7199e+07,3.2567e+07,3.0575e+07,2.5912e+06,1.603e-09,7.4755e-09,0.2815,0,0.7815,0
6.6964e+07,3.2424e+07,3.0445e+07,2.5759e+06,1.5577e-09,7.2515e-09,0.282,0,0.782,0
6.6729e+07,3.2281e+07,3.0315e+07,2.5606e+06,1.5124e-09,7.0275e-09,0.2825,0,0.7825,0
6.6494e+07,3.2138e+07,3.0186e+07,2.5453e+06,1.4671e-09,6.8036e-09,0.283,0,0.783,0
6.6259e+07,3.1996e+07,3.0056e+07,2.5301e+06,1.4218e-09,6.5796e-09,0.2835,0,0.7835,0
6.6024e+07,3.1853e+07,2.9926e+07,2.5148e+06,1.3765e-09,6.3557e-09,0.284,0,0.784,0
6.5789e+07,3.171e+07,2.9797e+07,2.4995e+06,1.3311e-09,6.1317e-09,0.2845,0,0.7845,0
6.5554e+07,3.1567e+07,2.9667e+07,2.4842e+06,1.2858e-09,5.9077e-09,0.285,0,0.785,0
6.5319e+07,3.1424e+07,2.9537e+07,2.4689e+06,1.2405e-09,5.6838e-09,0.2855,0,0.7855,0
6.5084e+07,3.1281e+07,2.9408e+07,2.4536e+06,1.1952e-09,5.4598e-09,0.286,0,0.786,0
6.4849e+07,3.1139e+07,2.9278e+07,2.4383e+06,1.1499e-09,5.2359e-09,0.2865,0,0.7865,0
6.4614e+07,3.0996e+07,2.9148e+07,2.4231e+06,1.1046e-09,5.0119e-09,0.287,0,0.787,0
6.4379e+07,3.0853e+07,2.9018e+07,2.4078e+06,1.0593e-09,4.788e-09,0.2875,0,0.7875,0
6.4144e+07,3.071e+07,2.8889e+07,2.3925e+06,1.014e-09,4.564e-09,0.288,0,0.788,0
6.3909e+07,3.0567e+07,2.8759e+07,2.3772e+06,9.6866e-10,4.34e-09,0.2885,0,0.7885,0
6.3674e+07,3.0425e+07,2.8629e+07,2.3619e+06,9.2335e-10,4.1161e-09,0.289,0,0.789,0
6.3439e+07,3.0282e+07,2.85e+07,2.3466e+06,8.7803e-10,3.8921e-09,0.2895,0,0.7895,0
6.3204e+07,3.0139e+07,2.837e+07,2.3313e+06,8.3272e-10,3.6682e-09,0.29,0,0.79,0
6.2969e+07,2.9996e+07,2.824e+07,2.316e+06,7.8741e-10,3.4442e-09,0.2905,0,0.7905,0
6.2734e+07,2.9853e+07,2.8111e+07,2.3008e+06,7.421e-10,3.2203e-09,0.291,0,0.791,0
6.2499e+07,2.971e+07,2.7981e+07,2.2855e+06,6.9679e-10,2.9963e-09,0.2915,0,0.7915,0
6.2264e+07,2.9568e+07,2.7851e+07,2.2702e+06,6.5148e-10,2.7723e-09,0.292,0,0.792,0
6.2029e+07,2.9425e+07,2.7722e+07,2.2549e+06,6.0617e-10,2.5484e-09,0.2925,0,0.7925,0
6.1794e+07,2.9282e+07,2.7592e+07,2.2396e+06,5.6086e-10,2.3244e-09,0.293,0,0.793,0
6.1558e+07,2.9139e+07,2.7462e+07,2.2243e+06,5.1555e-10,2.1005e-09,0.2935,0,0.7935,0
6.1323e+07,2.8996e+07,2.7333e+07,2.209e+06,4.7023e-10,1.8765e-09,0.294,0,0.794,0
6.1088e+07,2.8853e+07,2.7203e+07,2.1938e+06,4.2492e-10,1.6525e-09,0.2945,0,0.7945,0
6.0853e+07,2.8711e+07,2.7073e+07,2.1785e+06,3.7961e-10,1.4286e-09,0.295,0,0.795,0
6.0618e+07,2.8568e+07,2.6944e+07,2.1632e+06,3.343e-10,1.2046e-09,0.2955,0,0.7955,0
6.0383e+07,2.8425e+07,2.6814e+07,2.1479e+06,2.8899e-10,9.8067e-10,0.296,0,0.796,0
6.0148e+07,2.8282e+07,2.6684e+07,2.1326e+06,2.4368e-10,7.567e-10,0.2965,0,0.7965,0
5.9913e+07,2.8139e+07,2.6555e+07,2.1173e+06,1.9837e-10,5.3276e-10,0.297,0,0.797,0
5.9678e+07,2.7997e+07,2.6425e+07,2.102e+06,1.5306e-10,3.0879e-10,0.2975,0,0.7975,0
5.9443e+07,2.7854e+07,2.6295e+07,2.0868e+06,1.0775e-10,8.4846e-11,0.298,0,0.798,0
5.9208e+07,2.7711e+07,2.6166e+07,2.0715e+06,6.2435e-11,-1.3912e-10,0.2985,0,0.7985,0
5.8973e+07,2.7568e+07,2.6036e+07,2.0562e+06,1.7122e-11,-3.6309e-10,0.299,0,0.799,0
5.8738e+07,2.7425e+07,2.5906e+07,2.0409e+06,-2.8186e-11,-5.8703e-10,0.2995,0,0.7995,0
5.8503e+07,2.7282e+07,2.5776e+07,2.0256e+06,-7.3499e-11,-8.11e-10,0.3,0,0.8,0
5.8315e+07,2.7182e+07,2.5692e+07,2.0086e+06,-7.1941e-11,-8.2578e-10,0.3005,0,0.8005,0
5.8126e+07,2.7082e+07,2.5607e+07,1.9915e+06,-7.0383e-11,-8.4056e-10,0.301,0,0.801,0
5.7938e+07,2.6982e+07,2.5522e+07,1.9745e+06,-6.8825e-11,-8.5533e-10,0.3015,0,0.8015,0
5.7749e+07,2.6881e+07,2.5437e+07,1.9575e+06,-6.7267e-11,-8.7011e-10,0.302,0,0.802,0
5.7561e+07,2.6781e+07,2.5353e+07,1.9405e+06,-6.5708e-11,-8.8489e-10,0.3025,0,0.8025,0
5.7372e+07,2.6681e+07,2.5268e+07,1.9234e+06,-6.415e-11,-8.9966e-10,0.303,0,0.803,0
5.7184e+07,2.658e+07,2.5183e+07,1.9064e+06,-6.2592e-11,-9.1444e-10,0.3035,0,0.8035,0
5.6995e+07,2.648e+07,2.5098e+07,1.8894e+06,-6.1034e-11,-9.2922e-10,0.304,0,0.804,0
5.6807e+07,2.638e+07,2.5013e+07,1.8723e+06,-5.9476e-11,-9.44e-10,0.3045,0,0.8045,0
5.6618e+07,2.6279e+07,2.4929e+07,1.8553e+06,-5.7918e-11,-9.5877e-10,0.305,0,0.805,0
5.643e+07,2.6179e+07,2.4844e+07,1.8383e+06,-5.636e-11,-9.7355e-10,0.3055,0,0.8055,0
5.6241e+07,2.6079e+07,2.4759e+07,1.8213e+06,-5.4801e-11,-9.8833e-10,0.306,0,0.806,0
5.6053e+07,2.5979e+07,2.4674e+07,1.8042e+06,-5.3243e-11,-1.0031e-09,0.3065,0,0.8065,0
5.5864e+07,2.5878e+07,2.4589e+07,1.7872e+06,-5.1685e-11,-1.0179e-09,0.307,0,0.807,0
5.5676e+07,2.5778e+07,2.4505e+07,1.7702e+06,-5.0127e-11,-1.0327e-09,0.3075,0,0.8075,0
5.5487e+07,2.5678e+07,2.442e+07,1.7531e+06,-4.8569e-11,-1.0474e-09,0.308,0,0.808,0
5.5299e+07,2.5577e+07,2.4335e+07,1.7361e+06,-4.7011e-11,-1.0622e-09,0.3085,0,0.8085,0
5.511e+07,2.5477e+07,2.425e+07,1.7191e+06,-4.5453e-11,-1.077e-09,0.309,0,0.809,0
5.4922e+07,2.5377e+07,2.4166e+07,1.7021e+06,-4.3895e-11,-1.0918e-09,0.3095,0,0.8095,0
5.4733e+07,2.5277e+07,2.4081e+07,1.685e+06,-4.2336e-11,-1.1065e-09,0.31,0,0.81,0
5.4545e+07,2.5176e+07,2.3996e+07,1.668e+06,-4.0778e-11,-1.1213e-09,0.3105,0,0.8105,0
5.4356e+07,2.5076e+07,2.3911e+07,1.651e+06,-3.922e-11,-1.1361e-09,0.311,0,0.811,0
5.4168e+07,2.4976e+07,2.3826e+07,1.6339e+06,-3.7662e-11,-1.1509e-09,0.3115,0,0.8115,0
5.3979e+07,2.4875e+07,2.3742e+07,1.6169e+06,-3.6104e-11,-1.1656e-09,0.312,0,0.812,0
5.3791e+07,2.4775e+07,2.3657e+07,1.5999e+06,-3.4546e-11,-1.1804e-09,0.3125,0,0.8125,0
5.3602e+07,2.4675e+07,2.3572e+07,1.5829e+06,-3.2988e-11,-1.1952e-09,0.313,0,0.813,0
5.3414e+07,2.4574e+07,2.3487e+07,1.5658e+06,-3.143e-11,-1.21e-09,0.3135,0,0.8135,0
5.3225e+07,2.4474e+07,2.3402e+07,1.5488e+06,-2.9871e-11,-1.2248e-09,0.314,0,0.814,0
5.3037e+07,2.4374e+07,2.3318e+07,1.5318e+06,-2.8313e-11,-1.2395e-09,0.3145,0,0.8145,0
5.2848e+07,2.4274e+07,2.3233e+07,1.5147e+06,-2.6755e-11,-1.2543e-09,0.315,0,0.815,0
5.266e+07,2.4173e+07,2.3148e+07,1.4977e+06,-2.5197e-11,-1.2691e-09,0.3155,0,0.8155,0
5.2471e+07,2.4073e+07,2.3063e+07,1.4807e+06,-2.3639e-11,-1.2839e-09,0.316,0,0.816,0
5.2283e+07,2.3973e+07,2.2979e+07,1.4637e+06,-2.2081e-11,-1.2986e-09,0.3165,0,0.8165,0
5.2094e+07,2.3872e+07,2.2894e+07,1.4466e+06,-2.0523e-11,-1.3134e-09,0.317,0,0.817,0
5.1906e+07,2.3772e+07,2.2809e+07,1.4296e+06,-1.8965e-11,-1.3282e-09,0.3175,0,0.8175,0
5.1717e+07,2.3672e+07,2.2724e+07,1.4126e+06,-1.7406e-11,-1.343e-09,0.318,0,0.818,0
5.1529e+07,2.3572e+07,2.2639e+07,1.3955e+06,-1.5848e-11,-1.3577e-09,0.3185,0,0.8185,0
5.134e+07,2.3471e+07,2.2555e+07,1.3785e+06,-1.429e-11,-1.3725e-09,0.319,0,0.819,0
5.1152e+07,2.3371e+07,2.247e+07,1.3615e+06,-1.2732e-11,-1.3873e-09,0.3195,0,0.8195,0
5.0963e+07,2.3271e+07,2.2385e+07,1.3445e+06,-1.1174e-11,-1.4021e-09,0.32,0,0.82,0
5.0775e+07,2.317e+07,2.23e+07,1.3274e+06,-9.6157e-12,-1.4169e-09,0.3205,0,0.8205,0
5.0586e+07,2.307e+07,2.2216e+07,1.3104e+06,-8.0577e-12,-1.4316e-09,0.321,0,0.821,0
5.0398e+07,2.297e+07,2.2131e+07,1.2934e+06,-6.4995e-12,-1.4464e-09,0.3215,0,0.8215,0
5.0209e+07,2.2869e+07,2.2046e+07,1.2763e+06,-4.9413e-12,-1.4612e-09,0.322,0,0.822,0
5.0021e+07,2.2769e+07,2.1961e+07,1.2593e+06,-3.3833e-12,-1.476e-09,0.3225,0,0.8225,0
4.9832e+07,2.2669e+07,2.1876e+07,1.2423e+06,-1.8251e-12,-1.4907e-09,0.323,0,0.823,0
4.9644e+07,2.2569e+07,2.1792e+07,1.2252e+06,-2.6705e-13,-1.5055e-09,0.3235,0,0.8235,0
4.9455e+07,2.2468e+07,2.1707e+07,1.2082e+06,1.2912e-12,-1.5203e-09,0.324,0,0.824,0
4.9267e+07,2.2368e+07,2.1622e+07,1.1912e+06,2.8494e-12,-1.5351e-09,0.3245,0,0.8245,0
4.9078e+07,2.2268e+07,2.1537e+07,1.1742e+06,4.4074e-12,-1.5499e-09,0.325,0,0.825,0
4.8927e+07,2.2177e+07,2.1455e+07,1.1811e+06,-1.1007e-11,-1.529e-09,0.3255,0,0.8255,0
4.8775e+07,2.2086e+07,2.1374e+07,1.188e+06,-2.642e-11,-1.5081e-09,0.326,0,0.826,0
4.8624e+07,2.1996e+07,2.1292e+07,1.195e+06,-4.1835e-11,-1.4872e-09,0.3265,0,0.8265,0
4.8473e+07,2.1905e+07,2.121e+07,1.2019e+06,-5.725e-11,-1.4663e-09,0.327,0,0.827,0
4.8321e+07,2.1814e+07,2.1128e+07,1.2089e+06,-7.2663e-11,-1.4454e-09,0.3275,0,0.8275,0
4.817e+07,2.1724e+07,2.1046e+07,1.2158e+06,-8.8078e-11,-1.4245e-09,0.328,0,0.828,0
4.8019e+07,2.1633e+07,2.0964e+07,1.2228e+06,-1.0349e-10,-1.4036e-09,0.3285,0,0.8285,0
4.7867e+07,2.1542e+07,2.0883e+07,1.2297e+06,-1.1891e-10,-1.3828e-09,0.329,0,0.829,0
4.7716e+07,2.1451e+07,2.0801e+07,1.2366e+06,-1.3432e-10,-1.3619e-09,0.3295,0,0.8295,0
